target,feature,n_pieces_within_piece_tests,median_piece_spearman_rho,n_positive_pieces,n_negative_pieces,fisher_stat,fisher_p,global_spearman_rho,global_fdr_q,fisher_fdr_q
istc_mean_max_unique_per_sec,mtb_duration_std_s,10,0.08279329399867966,7,3,131.19207710814962,2.3284006038279807e-18,0.1299044486352992,,4.233455643323601e-18
max_unique_participants_per_100ms_bin,mtb_duration_std_s,10,0.07672154936566933,7,3,130.1432954441145,3.664045543379416e-18,0.1266413799103993,,6.601883861944894e-18
max_tap_count_per_100ms_bin,mtb_duration_std_s,10,0.0775186883152076,7,3,129.821576885722,4.2102990893852656e-18,0.1284669455911563,,7.518391231045116e-18
optimizer_beat_density_per_s,mean_velocity,10,0.0692752044448051,6,4,128.29061093096627,8.150649608631889e-18,0.0610211084312199,,1.44259285108529e-17
optimizer_peak_to_grid_median_abs_error_ms,zero_crossing_rate_std,10,-0.008909762422203944,4,6,122.77151535044432,8.726526577649875e-17,0.0327962637572025,,1.530969575026294e-16
optimizer_peak_coverage_70ms,mir_brightness,9,0.014391673119236392,5,4,117.69961295957583,1.1388448405356666e-16,-0.0541678399589416,,1.9805997226707246e-16
optimizer_peak_coverage_70ms,mir_centroid,9,0.01160844502680404,5,4,116.9020693754963,1.6086915334490535e-16,-0.0472410050532182,,2.7736060921535405e-16
istc_mean_max_unique_per_sec,zero_crossing_rate_std,10,-0.0022673075714533635,5,5,115.08393767540184,2.3026419474229116e-15,-0.0523768689441518,,3.936140081064806e-15
max_tap_count_per_100ms_bin,zero_crossing_rate_std,10,-0.003044953740517553,5,5,114.31560158112978,3.187150119855433e-15,-0.0558911783324817,,5.401949355687175e-15
max_unique_participants_per_100ms_bin,zero_crossing_rate_std,10,-0.0023172663642553465,5,5,113.10574561532944,5.313258468132726e-15,-0.0556221960578639,,8.929846164928952e-15
max_unique_participants_per_100ms_bin,mean_note_duration_s,10,0.05500628593541454,6,4,110.57761173166865,1.5409053342669796e-14,0.0370055885700525,,2.5469509657305448e-14
max_unique_participants_per_100ms_bin,mtb_duration_mean_s,10,0.05491139085540778,6,4,110.58396525871463,1.5367961460126015e-14,0.0373349512815145,,2.5469509657305448e-14
max_tap_count_per_100ms_bin,mean_note_duration_s,10,0.0547001969836421,6,4,108.99875986221919,2.989333698053352e-14,0.0380238153844877,,4.860705200086751e-14
max_tap_count_per_100ms_bin,mtb_duration_mean_s,10,0.05460540979085957,6,4,109.01162028148232,2.97326276943041e-14,0.038358511458091,,4.860705200086751e-14
istc_mean_max_unique_per_sec,mean_note_duration_s,10,0.05418179826296604,6,4,108.71008239638068,3.3737384818596084e-14,0.0400294604266646,,5.4107627746674966e-14
istc_mean_max_unique_per_sec,mtb_duration_mean_s,10,0.05408468138182833,6,4,108.7044373271261,3.381726734167185e-14,0.0403608227204401,,5.4107627746674966e-14
optimizer_peak_density_per_s,spectral_centroid_hz_std,10,-0.11731791237982653,2,8,106.88249944753633,7.246034692746307e-14,-0.0500870631101959,,1.1501642369438583e-13
optimizer_peak_coverage_70ms,mean_velocity,9,-0.10199722989728753,2,7,101.48061474634213,1.1851763567229487e-13,-0.0543865477266372,,1.8664194594062184e-13
optimizer_peak_density_per_s,mtb_active_note_count,10,0.12534574572413465,8,2,104.02911941464856,2.378129359353219e-13,0.1049354839068361,,3.7158271239894045e-13
optimizer_peak_coverage_70ms,spectral_centroid_hz_mean,9,0.01468100043780602,5,4,99.55537581725433,2.671713423314067e-13,-0.0478489096835463,,4.142191353975297e-13
optimizer_peak_to_grid_median_abs_error_ms,mtb_ioi_std_s,10,-0.15849208811627746,1,9,103.55469637992682,2.895902899281579e-13,-0.0610997625190572,,4.4552352296639673e-13
optimizer_peak_density_per_s,active_note_count,10,0.12534574572413465,8,2,101.95836236603144,5.611240582667149e-13,0.1032704827479251,,8.566779515522364e-13
optimizer_peak_density_per_s,mean_pitch,10,0.03724964041739254,6,4,100.08610390259062,1.2156955749783134e-12,0.0792562265933994,,1.82811364658393e-12
optimizer_peak_density_per_s,mtb_pitch_mean,10,0.03724964041739254,6,4,100.10213369515502,1.2076902124769076e-12,0.0790741854865693,,1.82811364658393e-12
optimizer_peak_coverage_70ms,zero_crossing_rate_mean,9,0.10681266888316926,6,3,93.52999734288328,3.3371165996365013e-12,-0.0345467340983713,,4.980771044233584e-12
optimizer_peak_to_grid_median_abs_error_ms,mtb_n_note_onsets,10,-0.04414038769309456,4,6,96.82958610144115,4.63141747191389e-12,-0.050105031954226,,6.810908046932192e-12
optimizer_peak_to_grid_median_abs_error_ms,mtb_note_onset_density_per_s,10,-0.04414038769309456,4,6,96.82958610144115,4.63141747191389e-12,-0.050105031954226,,6.810908046932192e-12
optimizer_peak_to_grid_median_abs_error_ms,n_note_onsets,10,-0.04414038769309456,4,6,96.67648710938163,4.930854615050686e-12,-0.0503100350694927,,7.14616610876911e-12
optimizer_peak_to_grid_median_abs_error_ms,note_onset_density_per_s,10,-0.04414038769309456,4,6,96.67648710938163,4.930854615050686e-12,-0.0503100350694927,,7.14616610876911e-12
optimizer_peak_coverage_70ms,spectral_rolloff_hz_std,9,0.0854739171371803,6,3,88.53243327277217,2.6459465795877888e-11,0.0570431668957423,,3.807117380701854e-11
optimizer_peak_density_per_s,mtb_pitch_std,10,0.14967510316149477,8,2,91.4332055239211,4.158453823108419e-11,0.1147653980482965,,5.940648318726313e-11
optimizer_peak_density_per_s,zero_crossing_rate_std,10,-0.01218488260836249,5,5,90.27065333850346,6.647359989552648e-11,0.0290128751590943,,9.428879417805174e-11
optimizer_peak_coverage_70ms,spectral_centroid_hz_std,9,0.02793876275109483,6,3,85.73597743356734,8.34163104595207e-11,0.0354236911367992,,1.1748776121059253e-10
optimizer_peak_density_per_s,std_pitch,10,0.15029309505694977,8,2,86.84612195166989,2.6249695219876873e-10,0.1098174251836418,,3.6712860447380244e-10
optimizer_peak_density_per_s,spectral_bandwidth_hz_std,10,-0.10961404823654988,3,7,85.41502230499765,4.6421425333875454e-10,-0.066847726413646,,6.44742018526048e-10
optimizer_peak_to_grid_median_abs_error_ms,mtb_active_note_count,10,-0.007661789200597551,5,5,84.87101902675258,5.761924778973535e-10,-0.0553119029043635,,7.9474824537566e-10
optimizer_peak_to_grid_median_abs_error_ms,active_note_count,10,-0.006840496767981957,5,5,83.44360906529091,1.0141357825743542e-09,-0.0536308108648289,,1.3892270994169236e-09
optimizer_peak_to_grid_median_abs_error_ms,mtb_pitch_std,10,-0.09893949149655701,1,9,83.30950505951313,1.0693225112353223e-09,-0.0836856694424841,,1.4548605595038398e-09
optimizer_peak_to_grid_median_abs_error_ms,mtb_ioi_mean_s,10,0.06945278808229621,6,4,81.83873075457693,1.9092708009605393e-09,0.1044104346791894,,2.580095676973702e-09
optimizer_beat_density_per_s,zero_crossing_rate_std,10,0.05329832197111736,7,3,81.23068849543604,2.4244073154725344e-09,0.0476216232389819,,3.2542380073456834e-09
optimizer_peak_to_grid_median_abs_error_ms,mean_midi_ioi_s,10,0.0695417345465977,6,4,81.14533732619518,2.5069807739783594e-09,0.1043073228824777,,3.3426410319711455e-09
optimizer_beat_density_per_s,mtb_pitch_mean,10,0.061185188884605446,7,3,80.300753717187,3.4903113767875416e-09,0.089263007577088,,4.622928975877539e-09
optimizer_beat_density_per_s,mean_pitch,10,0.061185188884605446,7,3,80.25735729324826,3.5500755496297122e-09,0.0892722474171482,,4.671152038986464e-09
