target,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman_rho
bimodal_score,consensus_median_ioi_s,24,0.5407567640741402,0.006365309328914901,0.5660788290058968,0.003933487211209829,0.5660788290058968
bimodal_score,consensus_tempo_bpm,24,-0.5090988698332353,0.011061070658407241,-0.5660788290058968,0.003933487211209829,0.5660788290058968
bimodal_score,consensus_mean_ioi_s,24,0.5136837632623262,0.01024263681826543,0.5404701785827617,0.006398743600731052,0.5404701785827617
bimodal_score,spectral_spread_Std,24,-0.47029811616219874,0.02038607188929679,-0.53437792214141,0.007144990389308109,0.53437792214141
bimodal_score,spectral_rolloff95_Std,24,-0.43813712127253107,0.03223740803603115,-0.5004353505395941,0.0127549708401032,0.5004353505395941
bimodal_score,spectral_spectentropy_Std,24,-0.41777249172138764,0.04221670091923666,-0.4499566543112524,0.027370779189104258,0.4499566543112524
bimodal_score,spectral_mfcc_Mean_13,24,0.282780406839478,0.18060312592635727,0.4395127861260783,0.031637897954837665,0.4395127861260783
bimodal_score,spectral_flatness_Std,24,-0.39434936459340364,0.05653626262832151,-0.42732827324337513,0.03726882457448849,0.42732827324337513
bimodal_score,Mel_subband_amplitude_std_9,24,-0.4469755128399846,0.02853871852603225,-0.4099218262680849,0.04665616944339752,0.4099218262680849
bimodal_score,beat_sequence_cv_ioi,24,-0.43255538995750675,0.034763332947005905,-0.40121860278043986,0.05199581704126368,0.40121860278043986
bimodal_score,beat_sequence_cv_ioi_pct,24,-0.4325553899575067,0.034763332947005905,-0.40121860278043986,0.05199581704126368,0.40121860278043986
bimodal_score,Mel_subband_amplitude_mean_9,24,-0.4249720240020421,0.038443943340546814,-0.38468247815391404,0.06343821116624716,0.38468247815391404
bimodal_score,n_trials,24,-0.3635113867948875,0.08079899002427166,-0.37780549740892044,0.06872942533776714,0.37780549740892044
bimodal_score,spectral_ddmfcc_Mean_11,24,-0.3308055183835676,0.11435363542334984,-0.36205409708603675,0.08211393295894596,0.36205409708603675
bimodal_score,spectral_spread_Mean,24,-0.350130887735734,0.09348586288099305,-0.35857280769097866,0.08532041389276805,0.35857280769097866
bimodal_score,spectral_mfcc_Std_7,24,-0.5064233907336926,0.011563092150575622,-0.3533508735983916,0.09030533409608399,0.3533508735983916
bimodal_score,Mel_subband_amplitude_mean_15,24,-0.3527404965561377,0.0909019256598943,-0.32898184783298534,0.1164855622113614,0.32898184783298534
bimodal_score,spectral_dmfcc_Mean_5,24,0.15277914773131643,0.4760269601517175,0.32288959139163376,0.12381804538194843,0.32288959139163376
bimodal_score,spectral_skewness_Std,24,-0.28619172218666017,0.17517540616108673,-0.32201926904286926,0.12489225901347878,0.32201926904286926
bimodal_score,spectral_ddmfcc_Mean_9,24,-0.3461028314497233,0.09758126223286526,-0.3054831444163435,0.14660450779434162,0.3054831444163435
bimodal_score,spectral_centroid_Std,24,-0.26286720836910704,0.21460538005723034,-0.2985205656262274,0.15650512654249624,0.2985205656262274
bimodal_score,spectral_dmfcc_Mean_10,24,0.145369679923029,0.4979242471268741,0.2967799209286984,0.15905219052296563,0.2967799209286984
bimodal_score,spectral_mfcc_Std_8,24,0.09821765951963651,0.6479682297686757,0.2941689538824049,0.1629272404869787,0.2941689538824049
bimodal_score,pitch_max,24,0.1642553131688294,0.44310650928635836,0.2871694377408284,0.17364086470006712,0.2871694377408284
bimodal_score,rhythm_attack_time_Mean,24,0.482460782179675,0.01695294365145436,0.28546573039475975,0.17632093171706928,0.28546573039475975
bimodal_score,Mel_subband_amplitude_mean_1,24,0.33651634270374364,0.10786220408234069,0.28459540804599526,0.17770102223170506,0.28459540804599526
bimodal_score,spectral_irregularity_Std,24,-0.23565303815090044,0.2676317043848204,-0.2837250856972307,0.17908857204562786,0.2837250856972307
bimodal_score,spectral_dmfcc_Mean_1,24,0.3116966327928974,0.13815249583113368,0.27415153986082114,0.19484760584687338,0.27415153986082114
bimodal_score,Mel_subband_amplitude_std_11,24,0.20638443395215916,0.3332596228777984,0.2724108951632921,0.19781131633746032,0.2724108951632921
bimodal_score,Mel_subband_amplitude_std_15,24,-0.3562327874477688,0.08752799652205785,-0.27067025046576304,0.20080554166822445,0.27067025046576304
bimodal_score,Mel_subband_amplitude_std_1,24,0.32317072101663297,0.12347249192278102,0.267188961070705,0.20688587287511567,0.267188961070705
bimodal_score,Mel_subband_amplitude_mean_17,24,0.3490659172417243,0.0945559466097749,0.26631863872194056,0.20842515613955634,0.26631863872194056
bimodal_score,pitch_min,24,-0.1342024833496915,0.5318422849868232,-0.262808633458209,0.21471131410758237,0.262808633458209
bimodal_score,rhythm_tempo_Mean,24,-0.30944103631136066,0.1411793304804761,-0.2593560599318244,0.22101736135665762,0.2593560599318244
bimodal_score,spectral_ddmfcc_Mean_4,24,0.3231944358621632,0.12344337461176338,0.2567450928855309,0.22586738775414744,0.2567450928855309
bimodal_score,pitch_std,24,0.09087085790574126,0.6728170214982865,0.2558747705367664,0.22749963481020968,0.2558747705367664
bimodal_score,notedensity_per_s,24,-0.2231183172591008,0.29464545193242875,-0.25500444818800183,0.22913967955621448,0.25500444818800183
bimodal_score,ioi_mean_s,24,0.22468016961417692,0.2911900736917204,0.25500444818800183,0.22913967955621448,0.25500444818800183
bimodal_score,duration_mean_s,24,0.29063986977376466,0.16826942385120724,0.2523934811417083,0.2341066670275298,0.2523934811417083
bimodal_score,spectral_ddmfcc_Mean_10,24,-0.29314075259173966,0.16447125097579868,-0.25152315879294385,0.2357779685490445,0.25152315879294385
bimodal_score,spectral_flatness_Mean,24,-0.26156023630308717,0.2169774045210722,-0.2506528364441793,0.2374570996869879,0.2506528364441793
bimodal_score,Mel_subband_amplitude_mean_35,24,0.08289897912684044,0.7001602254446757,0.2497825140954148,0.2391440661743737,0.2497825140954148
