stim_name,window_start_s,window_end_s,window_center_s,istc_mean_max_unique_per_sec,tap_count_mean_max_per_sec,max_unique_participants_per_100ms_bin,max_tap_count_per_100ms_bin,n_participants,wtc_code,manifest_wtc_code,beta_list,beta_perf,beta_score
track16,98.75,99.75,99.25,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,99.0,100.0,99.5,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,99.25,100.25,99.75,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,99.5,100.5,100.0,2.0,2.0,2,2,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,99.75,100.75,100.25,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,100.0,101.0,100.5,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,100.25,101.25,100.75,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,100.5,101.5,101.0,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,100.75,101.75,101.25,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,101.0,102.0,101.5,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,101.25,102.25,101.75,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,101.5,102.5,102.0,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,101.75,102.75,102.25,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,102.0,103.0,102.5,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,102.25,103.25,102.75,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,102.5,103.5,103.0,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,102.75,103.75,103.25,3.0,3.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,103.0,104.0,103.5,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,103.25,104.25,103.75,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,103.5,104.5,104.0,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,103.75,104.75,104.25,4.0,4.0,4,4,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,104.0,105.0,104.5,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,104.25,105.25,104.75,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,104.5,105.5,105.0,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,104.75,105.75,105.25,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,105.0,106.0,105.5,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,105.25,106.25,105.75,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,105.5,106.5,106.0,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,105.75,106.75,106.25,3.0,3.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,106.0,107.0,106.5,2.0,2.0,2,2,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,106.25,107.25,106.75,2.0,2.0,2,2,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,106.5,107.5,107.0,2.0,2.0,2,2,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,106.75,107.75,107.25,2.0,2.0,2,2,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,107.0,108.0,107.5,1.0,1.0,1,1,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,107.25,108.25,107.75,1.0,1.0,1,1,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,107.5,108.5,108.0,1.0,1.0,1,1,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,107.75,108.75,108.25,1.0,1.0,1,1,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track16,108.0,109.0,108.5,1.0,1.0,3,3,11,wtc1f05,wtc1f05,3,-0.5387,-0.6812
track17,0.0,1.0,0.5,1.0,1.0,1,1,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,0.25,1.25,0.75,1.0,1.0,1,1,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,0.5,1.5,1.0,1.0,1.0,1,1,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,0.75,1.75,1.25,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,1.0,2.0,1.5,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,1.25,2.25,1.75,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,1.5,2.5,2.0,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,1.75,2.75,2.25,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,2.0,3.0,2.5,1.0,1.0,1,1,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,2.25,3.25,2.75,1.0,1.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,2.5,3.5,3.0,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,2.75,3.75,3.25,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,3.0,4.0,3.5,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,3.25,4.25,3.75,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,3.5,4.5,4.0,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,3.75,4.75,4.25,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,4.0,5.0,4.5,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,4.25,5.25,4.75,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,4.5,5.5,5.0,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,4.75,5.75,5.25,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,5.0,6.0,5.5,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,5.25,6.25,5.75,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,5.5,6.5,6.0,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,5.75,6.75,6.25,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,6.0,7.0,6.5,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,6.25,7.25,6.75,2.0,2.0,2,2,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,6.5,7.5,7.0,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,6.75,7.75,7.25,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,7.0,8.0,7.5,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,7.25,8.25,7.75,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,7.5,8.5,8.0,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,7.75,8.75,8.25,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,8.0,9.0,8.5,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,8.25,9.25,8.75,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,8.5,9.5,9.0,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,8.75,9.75,9.25,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,9.0,10.0,9.5,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,9.25,10.25,9.75,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,9.5,10.5,10.0,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,9.75,10.75,10.25,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,10.0,11.0,10.5,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,10.25,11.25,10.75,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,10.5,11.5,11.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,10.75,11.75,11.25,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,11.0,12.0,11.5,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,11.25,12.25,11.75,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,11.5,12.5,12.0,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,11.75,12.75,12.25,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,12.0,13.0,12.5,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,12.25,13.25,12.75,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,12.5,13.5,13.0,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,12.75,13.75,13.25,3.0,3.0,3,3,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,13.0,14.0,13.5,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,13.25,14.25,13.75,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,13.5,14.5,14.0,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,13.75,14.75,14.25,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,14.0,15.0,14.5,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,14.25,15.25,14.75,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,14.5,15.5,15.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,14.75,15.75,15.25,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,15.0,16.0,15.5,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,15.25,16.25,15.75,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,15.5,16.5,16.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,15.75,16.75,16.25,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,16.0,17.0,16.5,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,16.25,17.25,16.75,6.0,6.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,16.5,17.5,17.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,16.75,17.75,17.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,17.0,18.0,17.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,17.25,18.25,17.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,17.5,18.5,18.0,4.0,4.0,4,4,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,17.75,18.75,18.25,4.0,4.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,18.0,19.0,18.5,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,18.25,19.25,18.75,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,18.5,19.5,19.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,18.75,19.75,19.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,19.0,20.0,19.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,19.25,20.25,19.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,19.5,20.5,20.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,19.75,20.75,20.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,20.0,21.0,20.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,20.25,21.25,20.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,20.5,21.5,21.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,20.75,21.75,21.25,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,21.0,22.0,21.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,21.25,22.25,21.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,21.5,22.5,22.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,21.75,22.75,22.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,22.0,23.0,22.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,22.25,23.25,22.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,22.5,23.5,23.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,22.75,23.75,23.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,23.0,24.0,23.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,23.25,24.25,23.75,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,23.5,24.5,24.0,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,23.75,24.75,24.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,24.0,25.0,24.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,24.25,25.25,24.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,24.5,25.5,25.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,24.75,25.75,25.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,25.0,26.0,25.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,25.25,26.25,25.75,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,25.5,26.5,26.0,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,25.75,26.75,26.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,26.0,27.0,26.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,26.25,27.25,26.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,26.5,27.5,27.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,26.75,27.75,27.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,27.0,28.0,27.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,27.25,28.25,27.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,27.5,28.5,28.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,27.75,28.75,28.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,28.0,29.0,28.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,28.25,29.25,28.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,28.5,29.5,29.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,28.75,29.75,29.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,29.0,30.0,29.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,29.25,30.25,29.75,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,29.5,30.5,30.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,29.75,30.75,30.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,30.0,31.0,30.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,30.25,31.25,30.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,30.5,31.5,31.0,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,30.75,31.75,31.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,31.0,32.0,31.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,31.25,32.25,31.75,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,31.5,32.5,32.0,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,31.75,32.75,32.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,32.0,33.0,32.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,32.25,33.25,32.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,32.5,33.5,33.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,32.75,33.75,33.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,33.0,34.0,33.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,33.25,34.25,33.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,33.5,34.5,34.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,33.75,34.75,34.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,34.0,35.0,34.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,34.25,35.25,34.75,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,34.5,35.5,35.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,34.75,35.75,35.25,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,35.0,36.0,35.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,35.25,36.25,35.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,35.5,36.5,36.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,35.75,36.75,36.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,36.0,37.0,36.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,36.25,37.25,36.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,36.5,37.5,37.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,36.75,37.75,37.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,37.0,38.0,37.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,37.25,38.25,37.75,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,37.5,38.5,38.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,37.75,38.75,38.25,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,38.0,39.0,38.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,38.25,39.25,38.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,38.5,39.5,39.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,38.75,39.75,39.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,39.0,40.0,39.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,39.25,40.25,39.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,39.5,40.5,40.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,39.75,40.75,40.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,40.0,41.0,40.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,40.25,41.25,40.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,40.5,41.5,41.0,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,40.75,41.75,41.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,41.0,42.0,41.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,41.25,42.25,41.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,41.5,42.5,42.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,41.75,42.75,42.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,42.0,43.0,42.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,42.25,43.25,42.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,42.5,43.5,43.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,42.75,43.75,43.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,43.0,44.0,43.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,43.25,44.25,43.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,43.5,44.5,44.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,43.75,44.75,44.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,44.0,45.0,44.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,44.25,45.25,44.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,44.5,45.5,45.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,44.75,45.75,45.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,45.0,46.0,45.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,45.25,46.25,45.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,45.5,46.5,46.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,45.75,46.75,46.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,46.0,47.0,46.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,46.25,47.25,46.75,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,46.5,47.5,47.0,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,46.75,47.75,47.25,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,47.0,48.0,47.5,6.0,6.0,6,6,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,47.25,48.25,47.75,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,47.5,48.5,48.0,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,47.75,48.75,48.25,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,48.0,49.0,48.5,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,48.25,49.25,48.75,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,48.5,49.5,49.0,7.0,7.0,7,7,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,48.75,49.75,49.25,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,49.0,50.0,49.5,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,49.25,50.25,49.75,5.0,5.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,49.5,50.5,50.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,49.75,50.75,50.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,50.0,51.0,50.5,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,50.25,51.25,50.75,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,50.5,51.5,51.0,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,50.75,51.75,51.25,8.0,8.0,8,8,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
track17,51.0,52.0,51.5,5.0,5.0,5,5,12,wtc2f07,wtc2f07,2,-0.7004,-0.9718
