stim_name,window_start_s,window_end_s,window_center_s,istc_mean_max_unique_per_sec,tap_count_mean_max_per_sec,max_unique_participants_per_100ms_bin,max_tap_count_per_100ms_bin,n_participants,wtc_code,manifest_wtc_code,beta_list,beta_perf,beta_score
track1,33.25,34.25,33.75,7.0,7.0,7,7,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,33.5,34.5,34.0,6.0,6.0,6,6,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,33.75,34.75,34.25,7.0,7.0,7,7,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,34.0,35.0,34.5,7.0,7.0,7,7,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,34.25,35.25,34.75,7.0,7.0,7,7,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,34.5,35.5,35.0,7.0,7.0,7,7,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,34.75,35.75,35.25,5.0,5.0,5,5,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,35.0,36.0,35.5,5.0,5.0,5,5,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,35.25,36.25,35.75,5.0,5.0,5,5,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,35.5,36.5,36.0,5.0,5.0,5,5,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,35.75,36.75,36.25,5.0,5.0,5,5,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,36.0,37.0,36.5,5.0,5.0,5,5,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,36.25,37.25,36.75,4.0,4.0,4,4,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,36.5,37.5,37.0,4.0,4.0,4,4,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,36.75,37.75,37.25,4.0,4.0,4,4,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
track1,37.0,38.0,37.5,4.0,4.0,4,4,11,wtc1p15,wtc1p15,2,-0.2186,-0.2511
