stim_name,wtc_code,peak_index,filtered_kde_peak_s
track2,wtc1p15,4,3.46
track2,wtc1p15,5,4.05
track2,wtc1p15,6,4.39
track2,wtc1p15,7,5.0
track2,wtc1p15,8,5.405
track2,wtc1p15,9,6.085
track2,wtc1p15,10,6.415
track2,wtc1p15,11,7.0600000000000005
track2,wtc1p15,12,7.5200000000000005
track2,wtc1p15,13,7.92
track2,wtc1p15,14,8.19
track2,wtc1p15,15,8.785
track2,wtc1p15,16,9.095
track2,wtc1p15,17,9.42
track2,wtc1p15,18,10.235
track2,wtc1p15,19,10.575000000000001
track2,wtc1p15,20,10.855
track2,wtc1p15,21,11.5
track2,wtc1p15,22,11.785
track2,wtc1p15,23,12.095
track2,wtc1p15,24,12.365
track2,wtc1p15,25,13.0
track2,wtc1p15,26,13.325000000000001
track2,wtc1p15,27,13.595
track2,wtc1p15,28,13.89
track2,wtc1p15,29,14.185
track2,wtc1p15,30,14.55
track2,wtc1p15,31,14.870000000000001
track2,wtc1p15,32,15.19
track2,wtc1p15,33,15.445
track2,wtc1p15,34,15.775
track2,wtc1p15,35,16.1
track2,wtc1p15,36,16.415
track2,wtc1p15,37,16.95
track2,wtc1p15,38,17.240000000000002
track2,wtc1p15,39,17.54
track2,wtc1p15,40,18.98
track2,wtc1p15,41,19.27
track2,wtc1p15,42,19.580000000000002
track2,wtc1p15,43,19.89
track2,wtc1p15,44,20.14
track2,wtc1p15,45,20.51
track2,wtc1p15,46,20.815
track2,wtc1p15,47,21.115000000000002
track2,wtc1p15,48,21.465
track2,wtc1p15,49,21.755
track2,wtc1p15,50,22.025000000000002
track2,wtc1p15,51,22.330000000000002
track2,wtc1p15,52,22.595
track2,wtc1p15,53,22.875
track2,wtc1p15,54,23.225
track2,wtc1p15,55,23.515
track2,wtc1p15,56,23.815
track2,wtc1p15,57,24.16
track2,wtc1p15,58,24.425
track2,wtc1p15,59,24.795
track2,wtc1p15,60,25.060000000000002
track2,wtc1p15,61,25.35
track2,wtc1p15,62,25.64
track2,wtc1p15,63,25.98
track2,wtc1p15,64,26.330000000000002
track2,wtc1p15,65,26.64
track2,wtc1p15,66,26.91
track2,wtc1p15,67,27.205000000000002
track2,wtc1p15,68,27.525000000000002
track2,wtc1p15,69,27.865000000000002
track2,wtc1p15,70,28.16
track2,wtc1p15,71,28.51
track2,wtc1p15,72,28.8
track2,wtc1p15,73,29.1
track2,wtc1p15,74,29.72
track20,wtc2p24,1,1.175
track20,wtc2p24,2,2.48
track20,wtc2p24,3,3.015
track20,wtc2p24,4,3.525
track20,wtc2p24,5,3.94
track20,wtc2p24,6,4.41
track20,wtc2p24,7,4.89
track20,wtc2p24,8,5.33
track20,wtc2p24,9,5.795
track20,wtc2p24,10,6.265000000000001
track20,wtc2p24,11,6.755
track20,wtc2p24,12,7.215
track20,wtc2p24,13,7.69
track20,wtc2p24,14,8.135
track20,wtc2p24,15,8.6
track20,wtc2p24,16,9.08
track20,wtc2p24,17,9.56
track20,wtc2p24,18,10.02
track20,wtc2p24,19,10.525
track20,wtc2p24,20,10.995000000000001
track20,wtc2p24,21,11.47
track20,wtc2p24,22,11.915000000000001
track20,wtc2p24,23,12.4
track20,wtc2p24,24,12.865
track20,wtc2p24,25,13.33
track20,wtc2p24,26,13.795
track20,wtc2p24,27,14.255
track20,wtc2p24,28,14.72
track20,wtc2p24,29,15.175
track20,wtc2p24,30,15.625
track20,wtc2p24,31,16.080000000000002
track20,wtc2p24,32,16.535
track20,wtc2p24,33,16.990000000000002
track20,wtc2p24,34,17.48
track20,wtc2p24,35,17.92
track20,wtc2p24,36,18.39
track20,wtc2p24,37,18.88
track20,wtc2p24,38,19.355
track20,wtc2p24,39,19.815
track20,wtc2p24,40,20.295
track20,wtc2p24,41,20.77
track20,wtc2p24,42,21.240000000000002
track20,wtc2p24,43,21.7
track20,wtc2p24,44,22.18
track20,wtc2p24,45,22.650000000000002
track20,wtc2p24,46,23.12
track20,wtc2p24,47,23.565
track20,wtc2p24,48,24.075
track20,wtc2p24,49,24.545
track20,wtc2p24,50,25.025000000000002
track20,wtc2p24,51,25.48
track20,wtc2p24,52,25.955000000000002
track20,wtc2p24,53,26.42
track20,wtc2p24,54,26.87
track20,wtc2p24,55,27.330000000000002
track20,wtc2p24,56,27.785
track20,wtc2p24,57,28.26
track20,wtc2p24,58,28.73
track20,wtc2p24,59,29.195
track20,wtc2p24,60,29.645
track21,wtc1f05,1,2.875
track21,wtc1f05,2,3.725
track21,wtc1f05,3,4.2
track21,wtc1f05,4,4.51
track21,wtc1f05,5,5.48
track21,wtc1f05,6,6.2700000000000005
track21,wtc1f05,7,6.54
