stim_name,wtc_code,window_start_s,window_end_s,window_center_s,source_audio_path,mir_rms,mir_lowenergy,mir_brightness,mir_roughness,mir_centroid
track1,wtc1p15,13.25,14.25,13.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0220032002675501,NaN,0.197355378877338,47316.5081798834,1199.57021058582
track1,wtc1p15,13.5,14.5,14,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0162882286212295,NaN,0.176702936489934,39019.32605491,1183.38152216074
track1,wtc1p15,13.75,14.75,14.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0154051923469464,NaN,0.165210604466544,32675.1901727913,1147.41024123872
track1,wtc1p15,14,15,14.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0157003468922043,NaN,0.18522849989695,32157.1678221631,1202.2370471666
track1,wtc1p15,14.25,15.25,14.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0179542064347318,NaN,0.207353073727211,37913.1098221873,1237.01998746053
track1,wtc1p15,14.5,15.5,15,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0206291401923886,NaN,0.189274961159143,44361.1086508597,1161.34412460713
track1,wtc1p15,14.75,15.75,15.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0253102373772324,NaN,0.195726418727895,61826.3978565001,1134.50006346812
track1,wtc1p15,15,16,15.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0289699629386414,NaN,0.228444431911764,108566.054292848,1205.58655674314
track1,wtc1p15,15.25,16.25,15.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0311414921818964,NaN,0.249041718508145,174031.509989057,1255.06001443116
track1,wtc1p15,15.5,16.5,16,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0313950292927163,NaN,0.253917464188488,144565.965390853,1240.32281216185
track1,wtc1p15,15.75,16.75,16.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0305747400051229,NaN,0.245183742372702,187607.545200154,1213.39427933271
track1,wtc1p15,16,17,16.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0307323348343074,NaN,0.226393491322135,150399.425765641,1164.95246760596
track1,wtc1p15,16.25,17.25,16.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0311963721472899,NaN,0.227526975858169,202625.977854936,1183.04544585514
track1,wtc1p15,16.5,17.5,17,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0347385668071588,NaN,0.239215569487969,315862.775616417,1203.27593469462
track1,wtc1p15,16.75,17.75,17.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0346555367873625,NaN,0.247143646014749,331911.997176756,1189.10406177812
track1,wtc1p15,17,18,17.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0386633192131902,NaN,0.249668688260277,264756.779548899,1185.25812568587
track1,wtc1p15,17.25,18.25,17.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0451571623495679,NaN,0.228433283015173,238572.568849461,1126.00031672434
track1,wtc1p15,17.5,18.5,18,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0535933494220376,NaN,0.207807747308535,218410.181065063,1163.90151179949
track1,wtc1p15,17.75,18.75,18.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0545862058107872,NaN,0.190668070100538,359848.279338078,1278.12863845792
track1,wtc1p15,18,19,18.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0501405535699509,NaN,0.181059477184096,203981.240223279,1319.72724286467
track1,wtc1p15,18.25,19.25,18.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0419749567099514,NaN,0.172573470960957,75202.6502241974,1204.97725952916
track1,wtc1p15,18.5,19.5,19,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.024037820150852,NaN,0.158332437276311,55757.0746405422,1114.23902951032
track1,wtc1p15,18.75,19.75,19.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.017388476830615,NaN,0.145737319720074,36150.3718824005,1073.52276203075
track1,wtc1p15,19,20,19.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.014724381068612,NaN,0.143044446114731,35466.219713052,1132.07180449038
track1,wtc1p15,19.25,20.25,19.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.014192222654598,NaN,0.160894921053741,13331.2226601679,1264.75648283607
track1,wtc1p15,19.5,20.5,20,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.014926177518092,NaN,0.177730409968338,14447.7367057055,1253.63423069931
track1,wtc1p15,19.75,20.75,20.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0141276936436789,NaN,0.148294027941869,27704.6630591017,1099.81838280497
track1,wtc1p15,20,21,20.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0152451034229915,NaN,0.142092883537508,40131.4786776315,1093.44733839517
track1,wtc1p15,20.25,21.25,20.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0148303417318184,NaN,0.166923522590299,48801.1619680541,1179.97252868379
track1,wtc1p15,20.5,21.5,21,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0130347340496923,NaN,0.184778386376872,26067.959434695,1211.95362425098
track1,wtc1p15,20.75,21.75,21.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0131288972394186,NaN,0.198902625745781,29839.9023173668,1225.55742412795
track1,wtc1p15,21,22,21.5,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0122346671717764,NaN,0.194377480548795,19454.4795221563,1212.25531359554
track1,wtc1p15,21.25,22.25,21.75,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.011427909558902,NaN,0.18352980723813,14140.3300678891,1247.01987137297
track1,wtc1p15,21.5,22.5,22,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.011048887737525,NaN,0.183230035356768,13501.2048716355,1277.60790127433
track1,wtc1p15,21.75,22.75,22.25,/Volumes/SSD/Tapping/Data/GlobalTap_v1.0/bach_subrepo/alignment/beta_midi_sync_draft/aligned_audio_t0/track1/01_deployed_t0.wav,0.0120888435331368,NaN,0.172159928353883,20957.5213059916,1220.69047166941
