target,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman_rho,fdr_q
kde_curve_r_mean,sample_size_for_peak_f_ge_0p8,24,-0.7605621057564185,1.605352424198815e-05,-0.679173403726875,0.0002628243624278,0.679173403726875,0.027333733692491202
kde_curve_r_mean,bimodal_score,24,-0.3879161015877896,0.0610610795009787,-0.5265450210025294,0.0082097799490607,0.5265450210025294,0.19856211969821227
kde_curve_r_mean,unique_onset_count,24,0.4982849657221433,0.0132068881421631,0.4339130434782608,0.0341349601326373,0.4339130434782608,0.3839475749867627
kde_curve_r_mean,rhythm_attack_time_Mean,24,-0.2733219435379274,0.1962563183733215,-0.4260869565217391,0.0378843048123711,0.4260869565217391,0.3939967700486594
kde_curve_r_mean,n_notes,24,0.4927887403812215,0.0144220062871707,0.4008695652173912,0.0522194608212962,0.4008695652173912,0.4127148620952678
kde_curve_r_mean,n_raw_taps_window,24,0.3883628156993953,0.0607381533235135,0.3913043478260869,0.0586444710566678,0.3913043478260869,0.41387683846487305
kde_curve_r_mean,n_filtered_taps_window,24,0.3012146096115408,0.1526198866007555,0.3892150559502464,0.0601257250825778,0.3892150559502464,0.41387683846487305
kde_curve_r_mean,spectral_centroid_Std,24,0.3764304322747256,0.06982669223538,0.3834782608695652,0.0643413980922192,0.3834782608695652,0.41387683846487305
kde_curve_r_mean,kde_curve_r_sd,24,-0.2495748390764719,0.2395477661078802,-0.3817391304347826,0.0656631522564462,0.3817391304347826,0.41387683846487305
kde_curve_r_mean,spectral_spectentropy_Std,24,0.267128469199274,0.2069926121816875,0.3695652173913043,0.0755060451516858,0.3695652173913043,0.44617208498723426
kde_curve_r_mean,spectral_rolloff85_Std,24,0.3778928128495332,0.0686601971945007,0.3582608695652173,0.0856122550865117,0.3582608695652173,0.47869217897834493
kde_curve_r_mean,duration_mean_s,24,-0.4899383056728518,0.0150873676105238,-0.3513043478260869,0.0923172546101079,0.3513043478260869,0.4988422068380742
kde_curve_r_mean,n_taps,24,0.3520968340954319,0.0915342372831604,0.3426086956521739,0.1012404900705785,0.3426086956521739,0.4988422068380742
kde_curve_r_mean,rhythm_attack_time_Std,24,-0.2820677855273643,0.1817514699486483,-0.3417391304347826,0.1021667212081825,0.3417391304347826,0.4988422068380742
kde_curve_r_mean,Mel_subband_amplitude_std_1,24,-0.2991615189443101,0.1555745130165691,-0.3356521739130434,0.1088266658944697,0.3356521739130434,0.503021033467771
kde_curve_r_mean,consensus_median_ioi_s,24,-0.2262747025025136,0.2876886447564018,-0.321949165794179,0.1249790784205512,0.321949165794179,0.5348898829521533
kde_curve_r_mean,consensus_tempo_bpm,24,0.1889007834015904,0.3766876519636079,0.321949165794179,0.1249790784205512,0.321949165794179,0.5348898829521533
kde_curve_r_mean,pitch_std,24,-0.3106881222014546,0.1395000380427553,-0.32,0.1274105728204173,0.32,0.5364655697701781
kde_curve_r_mean,spectral_rolloff85_Mean,24,0.2246501687528214,0.2912562066976871,0.3165217391304347,0.1318342245505259,0.3165217391304347,0.537676837382537
kde_curve_r_mean,notedensity_per_s,24,0.2956297505786705,0.1607511367855897,0.3165217391304347,0.1318342245505259,0.3165217391304347,0.537676837382537
kde_curve_r_mean,ioi_mean_s,24,-0.4212006596148299,0.040385524179341,-0.3165217391304347,0.1318342245505259,0.3165217391304347,0.537676837382537
kde_curve_r_mean,spectral_ddmfcc_Mean_4,24,-0.3061910779508092,0.1456234048572423,-0.3052173913043478,0.1469740173445431,0.3052173913043478,0.5538151378200176
kde_curve_r_mean,duration_std_s,24,-0.4911152452993907,0.0148096606993388,-0.2939130434782608,0.1633105777659175,0.2939130434782608,0.5903536786503853
kde_curve_r_mean,beta_perf,24,-0.2154288865618992,0.312027879547001,-0.2878260869565217,0.1726154993827194,0.2878260869565217,0.6021068273942229
kde_curve_r_mean,optimized_beat_cv_ioi,24,-0.316643600329471,0.1316773961899466,-0.2817391304347826,0.1822827700109572,0.2817391304347826,0.6215543633160507
kde_curve_r_mean,Mel_subband_amplitude_mean_23,24,0.2029455384662912,0.3415543070980924,0.2756521739130435,0.1923169760830011,0.2756521739130435,0.6354035770368459
kde_curve_r_mean,optimized_median_ioi_s,24,-0.1826435070822641,0.3929832397371731,-0.2747826086956521,0.1937806358685572,0.2747826086956521,0.6354035770368459
kde_curve_r_mean,n_optimized_beats,24,0.134822654713516,0.5299305384325352,0.2714814587237401,0.1994063137615347,0.2714814587237401,0.640069649111099
kde_curve_r_mean,spectral_dmfcc_Mean_2,24,-0.1152954612221327,0.5916324002897146,-0.2669565217391304,0.2072962203628185,0.2669565217391304,0.6474116191511449
kde_curve_r_mean,Mel_subband_amplitude_mean_1,24,-0.2098671547651033,0.3249836457842096,-0.2652173913043478,0.2103838978731484,0.2652173913043478,0.6511882553216498
kde_curve_r_mean,pitch_min,24,0.2143523260817214,0.3145106112280642,0.2603622682379583,0.2191669443722725,0.2603622682379583,0.6600195183142638
kde_curve_r_mean,Mel_subband_amplitude_mean_35,24,-0.1011529897355331,0.6381394432018166,-0.2582608695652174,0.2230432181317936,0.2582608695652174,0.6600195183142638
kde_curve_r_mean,spectral_kurtosis_Std,24,-0.1945419058400659,0.3623348068771079,-0.2573913043478261,0.2246604898877398,0.2573913043478261,0.6600195183142638
kde_curve_r_mean,Mel_subband_amplitude_mean_2,24,-0.164426440189448,0.4426249724096629,-0.2573913043478261,0.2246604898877398,0.2573913043478261,0.6600195183142638
kde_curve_r_mean,Mel_subband_amplitude_std_2,24,-0.2163437101937962,0.3099276085159761,-0.2565217391304347,0.2262855334054808,0.2565217391304347,0.6629209992723945
kde_curve_r_mean,spectral_rolloff95_Std,24,0.1985518104568426,0.3523289809968463,0.2521739130434782,0.2345275709216195,0.2521739130434782,0.66799494668023
kde_curve_r_mean,spectral_centroid_Mean,24,0.1982274587618507,0.3531322255266501,0.2478260869565217,0.2429648870203895,0.2478260869565217,0.66799494668023
kde_curve_r_mean,spectral_ddmfcc_Mean_5,24,-0.2170552297538595,0.3083001042067149,-0.2478260869565217,0.2429648870203895,0.2478260869565217,0.66799494668023
kde_curve_r_mean,consensus_mean_ioi_s,24,-0.1825722549341031,0.3931710537723032,-0.2443478260869565,0.2498558021717399,0.2443478260869565,0.66799494668023
kde_curve_r_mean,Mel_subband_amplitude_mean_9,24,0.213770253188707,0.3158579853668624,0.2417391304347826,0.2551064662177334,0.2417391304347826,0.6730398104566169
kde_curve_r_mean,spectral_mfcc_Mean_2,24,-0.1839539491179179,0.3895380606358657,-0.2391304347826086,0.260427936802927,0.2391304347826086,0.6768107606345143
kde_curve_r_mean,Mel_subband_amplitude_mean_34,24,-0.0044442325590267,0.9835568084080502,-0.2365217391304347,0.265820294159618,0.2365217391304347,0.6775811419754968
kde_curve_r_mean,spectral_irregularity_Mean,24,0.1732345718619445,0.4182188141106943,0.2321739130434782,0.2749652411831776,0.2321739130434782,0.687413102957944
kde_curve_r_mean,spectral_dmfcc_Mean_12,24,0.2086379891773943,0.327890185776052,0.2217391304347826,0.2977178574717595,0.2217391304347826,0.7232683999427109
kde_curve_r_mean,ioi_std_s,24,-0.2443978238167864,0.2497558599306185,-0.22,0.3016203705478415,0.22,0.7274810637647917
kde_curve_r_mean,Mel_subband_amplitude_std_9,24,0.1770317933445495,0.4079293969675612,0.2165217391304347,0.3095198975623004,0.2165217391304347,0.7383043428091569
kde_curve_r_mean,pitch_max,24,-0.2627635525765907,0.2147928677626545,-0.2081672042941426,0.3290075648508592,0.2081672042941426,0.7520172910876781
kde_curve_r_mean,Mel_subband_amplitude_mean_37,24,-0.0549296295736484,0.7987803959849101,-0.2069565217391304,0.3318915676831471,0.2069565217391304,0.7536402410272336
kde_curve_r_mean,spectral_mfcc_Mean_12,24,-0.2649886840255234,0.2107922374123232,-0.2052173913043478,0.3360608896745526,0.2052173913043478,0.7547516964563644
kde_curve_r_mean,spectral_brightness_Std,24,0.2083921515889008,0.3284733802777777,0.2043478260869564,0.3381572485131758,0.2043478260869564,0.7563086848466728
kde_curve_r_mean,peak_f_sd,24,-0.0686471020539076,0.7499358415842055,-0.2026086956521739,0.342373326780921,0.2026086956521739,0.7640949782235147
kde_curve_r_mean,Mel_subband_amplitude_std_38,24,-0.0668435511673742,0.7563091910484021,-0.2017391304347826,0.3444930314073976,0.2017391304347826,0.7669900486050593
kde_curve_r_mean,Mel_subband_amplitude_std_40,24,-0.1325939733386174,0.5368157844841406,-0.1982608695652173,0.353049435242404,0.1982608695652173,0.7746232334432493
kde_curve_r_mean,spectral_dmfcc_Mean_8,24,0.2500832930438386,0.2385601728261073,0.1956521739130434,0.3595479632342291,0.1956521739130434,0.7822800873715444
kde_curve_r_mean,Mel_subband_amplitude_mean_13,24,0.1610052565733819,0.4523045571162546,0.1921739130434782,0.3683204887556275,0.1921739130434782,0.7831573514271144
kde_curve_r_mean,spectral_mfcc_Mean_5,24,-0.0847198713625592,0.693881253336271,-0.1904347826086956,0.3727527778427131,0.1904347826086956,0.7831573514271144
kde_curve_r_mean,Mel_subband_amplitude_mean_36,24,-0.1302028514817188,0.5442490567469811,-0.1895652173913043,0.374980391143915,0.1895652173913043,0.7844586939561685
kde_curve_r_mean,Mel_subband_amplitude_mean_17,24,0.1602794138640628,0.4543723880723097,0.1843478260869565,0.3885058997417006,0.1843478260869565,0.8032726356488442
kde_curve_r_mean,spectral_ddmfcc_Mean_11,24,0.1898569185531282,0.3742322730344435,0.1817391304347826,0.3953708419767238,0.1817391304347826,0.8126199123632267
kde_curve_r_mean,spectral_flatness_Std,24,0.2381338686905995,0.2624795377590802,0.177391304347826,0.4069625513971566,0.177391304347826,0.8250312932807853
kde_curve_r_mean,spectral_dmfcc_Mean_1,24,-0.1985276947842088,0.3523886655029421,-0.1747826086956521,0.4140070224085833,0.1747826086956521,0.8325777401498979
kde_curve_r_mean,Mel_subband_amplitude_std_5,24,-0.2294163310395665,0.2808675831274607,-0.1730434782608695,0.4187403495722347,0.1730434782608695,0.8325777401498979
kde_curve_r_mean,tonal_keyclarity_Std,24,-0.1433538151302839,0.503966705247765,-0.1704347826086956,0.4258955363074478,0.1704347826086956,0.8325777401498979
kde_curve_r_mean,Mel_subband_amplitude_mean_7,24,-0.1405612003982345,0.5123964522535727,0.1695652173913043,0.4282952504035892,0.1695652173913043,0.8356980495679789
kde_curve_r_mean,rhythm_tempo_Std,24,-0.1567698486411756,0.4644402116600929,-0.168695652173913,0.4307022617209813,0.168695652173913,0.8372513285416596
kde_curve_r_mean,spectral_flatness_Mean,24,0.1915870209007481,0.3698127994590015,0.1678260869565217,0.4331165526494355,0.1678260869565217,0.8372513285416596
kde_curve_r_mean,Mel_subband_amplitude_mean_38,24,-0.069258753172275,0.747777979017507,-0.1678260869565217,0.4331165526494355,0.1678260869565217,0.8372513285416596
kde_curve_r_mean,spectral_irregularity_Std,24,0.0769946055774619,0.7206498290863481,0.1652173913043478,0.4404029231283093,0.1652173913043478,0.8450535794343943
kde_curve_r_mean,spectral_brightness_Mean,24,0.1304945751266868,0.5433396348149719,0.1643478260869565,0.4428461512393397,0.1643478260869565,0.8450642152090152
kde_curve_r_mean,spectral_mfcc_Mean_9,24,-0.0208369781025385,0.9230117566322612,0.1634782608695651,0.4452965670426073,0.1634782608695651,0.8481839372240139
kde_curve_r_mean,Mel_subband_amplitude_mean_18,24,0.0911523926463609,0.671858444567023,0.1626086956521739,0.4477541513824152,0.1626086956521739,0.8488324728826911
kde_curve_r_mean,Mel_subband_amplitude_std_39,24,-0.1462146881942785,0.4954020867732905,-0.1626086956521739,0.4477541513824152,0.1626086956521739,0.8488324728826911
kde_curve_r_mean,Mel_subband_amplitude_mean_8,24,0.0349377328687753,0.8712498283032974,0.1591304347826087,0.4576557820149463,0.1591304347826087,0.8570178396157395
kde_curve_r_mean,Mel_subband_amplitude_mean_5,24,-0.2197500802779827,0.3021837663997707,-0.157391304347826,0.4626490916636768,0.157391304347826,0.8592054559468284
kde_curve_r_mean,Mel_subband_amplitude_std_23,24,0.1130132575266386,0.5990387641220729,0.1539130434782608,0.4727198668976152,0.1539130434782608,0.8623222538802876
kde_curve_r_mean,duration_s,24,-0.0669421599723411,0.7559603264985464,-0.1478260869565217,0.4906100707429601,0.1478260869565217,0.8736891670765042
kde_curve_r_mean,n_filtered_kde_peaks,24,0.0988307940346284,0.6459103946533622,0.1434494533633168,0.5036792236994138,0.1434494533633168,0.8842622304137367
kde_curve_r_mean,Mel_subband_amplitude_std_37,24,-0.0516899030903687,0.8104313836644363,-0.1426086956521738,0.506209233952854,0.1426086956521738,0.8842622304137367
kde_curve_r_mean,spectral_kurtosis_Mean,24,-0.1424453007080401,0.5067016427491219,-0.1408695652173913,0.5114622818846749,0.1408695652173913,0.8847737749741359
kde_curve_r_mean,spectral_ddmfcc_Mean_2,24,-0.0791853460964013,0.7130247777783997,-0.1399999999999999,0.5140986909290426,0.1399999999999999,0.8866710423983488
