participant_id,trial_id,stim_name,wtc_code,emotion_term,trial_mean_rating,trial_sd_rating,trial_min_rating,trial_max_rating,trial_final_rating,n_samples,completed_audio,audio_duration_s,response_duration_s,missed_sample_count,familiarity,enjoyment,playback_difficulty,trial_order,istc_mean_max_unique_per_sec,mean_tap_count_per_100ms_bin,mean_unique_participants_per_100ms_bin,tapping_study_n_participants,duration_s,simple_lowenergy_Mean,simple_brightness_Mean,simple_roughness_Mean,simple_centroid_Mean,rhythm_tempo_Mean,dynamics_rms_Mean,notedensity_per_s,pitch_mean,pitch_std,ioi_mean_s,ioi_cv,beta_perf,beta_score
3,49,track9,wtc1f03,happy,2.9326599326599325,0.3610608253083403,1.0,3.0,3.0,594,True,150.13309999990463,152.5152999999523,0.0,,,,10.0,7.059602649006623,2.039260969976905,2.0382711976245464,11,148.155854166667,0.567594936708861,0.148399124631772,441.46661894317,958.502226653409,157.440181166384,0.885511928871455,9.90319877481434,63.3170048985304,10.1329881439863,0.100977474323063,0.841850094123892,-0.6237,-0.6974
3,56,track19,wtc1p03,happy,3.802197802197802,0.7458677371482707,1.0,4.0,4.0,273,True,69.2305,71.81889999985695,0.0,,,,11.0,6.9714285714285715,2.9454674220963173,2.941926345609065,12,68.1815625,0.553925165077036,0.122679996061697,461.759009347913,887.440483634278,129.443266731726,0.932958323829663,12.2710491842324,65.8461538461538,10.0457910024917,0.0814926242236027,0.566771877395218,-1.3369,-1.2469
3,58,track3,wtc2f06,happy,2.529045643153527,0.9097455276874408,1.0,4.0,3.0,482,True,122.05809999990464,128.997,0.0,,,,12.0,8.14516129032258,3.008814102564102,2.983173076923077,12,120.055354166667,0.565090606123724,0.133373697745795,515.822375848789,910.200368991156,121.728712722755,0.870161955501223,6.90616351294095,61.811013767209,10.1831882116528,0.144798193400167,0.894308003000556,-1.0934,-0.9258
4,9,track22,wtc2f07,sad,1.3601108033240996,0.4806985529410614,1.0,2.0,2.0,361,True,92.02840000000224,93.61810000000148,0.0,,,,1.0,6.870967741935484,1.4614147909967845,1.4614147909967845,11,89.9877708333333,0.563368538076709,0.12709248841586,564.293426211306,909.259629248626,129.13666805186,0.887622808979865,8.18259525325088,62.6107954545455,8.89078333921394,0.122210615220484,1.14938215047034,-0.8852,-0.9718
4,14,track21,wtc1f05,sad,2.3254113345521024,1.097847362945098,1.0,4.0,1.0,547,True,138.36669999999924,139.38859999999775,0.0,,,,2.0,5.618705035971223,1.9470293486041517,1.9463135289906943,13,136.402333333333,0.5974335472044,0.169801432700266,404.670456123329,1043.17366770034,118.871133629973,0.827858830694277,6.09572676982294,62.2900378310214,11.3754393465417,0.164049347643094,1.56532396539124,-0.539,-0.6812
4,18,track24,wtc1p17,sad,1.0166112956810631,0.1280227000912297,1.0,2.0,2.0,301,True,76.069,77.40330000000074,0.0,,,,3.0,6.87012987012987,2.0870406189555126,2.0870406189555126,11,74.9687708333333,0.57691024357691,0.153547895470363,348.095837686728,955.447199921652,113.100983541648,0.893241188017094,9.34767545212138,62.3779761904762,9.63042821539888,0.106978468082464,0.893713562430838,-1.0328,-0.9849
4,20,track13,wtc1p15,sad,1.0,0.0,1.0,1.0,1.0,201,True,51.06880000000074,51.77880000000074,0.0,,,,4.0,5.882352941176471,2.2873900293255134,2.2844574780058653,11,50.0420833333333,0.5325,0.119025455393373,781.363377409782,879.97867213876,153.967382126685,0.909304177795278,13.0264532434709,62.6595041322314,10.2975482399311,0.0767668667218545,0.565420911658314,-0.417,-0.2511
4,23,track2,wtc1p15,sad,1.0,0.0,1.0,1.0,1.0,197,True,49.76919999999925,50.337,0.0,,,,5.0,6.607843137254902,3.314868804664723,3.312925170068027,12,48.7654375,0.556695741405849,0.251281672351986,137.816062714424,1309.78816901381,130.667587735916,0.855857702101979,13.5333133045227,62.6824877250409,10.2733462726195,0.0738917349726775,0.681576107266024,-0.3972,-0.2511
4,24,track8,wtc1f03,sad,1.0,0.0,1.0,1.0,1.0,517,True,130.93819999999926,131.4715,0.0,,,,6.0,6.846153846153846,1.9388379204892967,1.938073394495413,11,128.962416666667,0.549932131083964,0.111241589134918,374.694132862244,857.223524817269,120.307988103436,0.923512351659645,11.4582677821653,63.337752965806,10.1044312270494,0.0872732265479512,0.847894678197135,-0.6684,-0.6974
4,31,track7,wtc2p24,sad,2.2173174872665533,0.7891519619809846,1.0,4.0,2.0,589,True,148.19590000000224,148.69830000000076,0.0,,,,7.0,6.758389261744966,1.9435726210350583,1.9415692821368948,12,147.1345,0.545037389530931,0.178181070618082,260.699065728433,1087.87460995274,110.069228018644,0.885673105596779,6.23098170414872,62.665544332211,9.01336910977174,0.160488354400749,1.06942069057608,-0.5012,-0.3163
4,36,track23,wtc1p03,sad,1.0,0.0,1.0,1.0,1.0,293,True,73.96380000000075,75.3986000000015,0.0,,,,8.0,6.108108108108108,2.5023348899266176,2.4903268845897264,11,72.9797916666667,0.547292666209733,0.0987102797719146,362.7451839569,862.159367787307,128.465824056335,0.918447017505214,11.6573229764719,65.8382716049383,10.0228301555316,0.0857829882571076,0.574507290487869,-1.1204,-1.2469
4,41,track20,wtc2p24,sad,2.8735632183908044,0.3708556594957468,1.0,3.0,3.0,522,True,131.45790000000224,132.01340000000224,0.0,,,,9.0,8.092307692307692,2.5017182130584192,2.4990454371897672,12,130.401520833333,0.543624161073825,0.10723986271948,514.276701417101,842.748080238012,117.337631892261,0.924875317629147,6.90321122593636,62.4235159817352,9.00830572754317,0.144860119047619,0.879273275163003,-0.44,-0.3163
4,46,track12,wtc1p04,sad,3.5104,0.9559047265046062,1.0,5.0,5.0,625,True,156.8465,157.5135,0.0,,,,10.0,5.286624203821656,1.4163498098859315,1.414765525982256,12,155.84425,0.538350449293967,0.116633622922048,438.496115251889,880.484397662339,127.925555008647,0.91623045702365,4.3486177417564,63.6295180722892,10.4606467479691,0.229958129084968,0.786149747869222,-0.3545,-0.5101
4,52,track11,wtc1p15,sad,1.0,0.0,1.0,1.0,1.0,196,True,49.94469999999926,55.12530000000074,0.0,,,,11.0,5.568627450980392,2.5684931506849313,2.567514677103718,11,48.8502708333333,0.583205325140809,0.135362059647791,598.935581038626,892.146793708488,150.487594915309,0.909171933973928,13.0615153370817,62.7042483660131,10.3160743236218,0.0765607951445719,0.555419596662472,-0.2187,-0.2511
4,55,track17,wtc2f07,sad,1.9912663755458515,0.6680666535722918,1.0,3.0,2.0,458,True,116.20219999999924,120.69619999999924,0.0,,,,12.0,6.155172413793103,1.5387912558936991,1.5383626232318903,12,114.201104166667,0.569739435077732,0.141491615004114,350.218231276185,946.50228563803,132.744514994658,0.853485756679423,6.32840041654336,62.5817655571635,8.923355631088,0.15801781400966,1.16017808589658,-0.7004,-0.9718
5,13,track14,wtc1p17,energetic,3.3843416370106763,1.2196180655125004,1.0,5.0,1.0,281,True,70.86910000038147,98.15060000038147,0.0,,,,1.0,7.726027397260274,2.5159755268524813,2.507817811012917,12,69.8735625,0.531686358754028,0.214418024478562,415.161648716329,1122.82423516138,113.846084341664,0.867739341842776,10.2490566037736,62.3029411764706,9.64125234912813,0.0975699558173785,0.889957659111444,-0.9336,-0.9849
5,15,track20,wtc2p24,energetic,3.4827586206896552,1.0680716363236205,1.0,5.0,1.0,522,True,131.4682000002861,145.62330000019074,0.0,,,,2.0,8.092307692307692,2.5017182130584192,2.4990454371897672,12,130.401520833333,0.543624161073825,0.10723986271948,514.276701417101,842.748080238012,117.337631892261,0.924875317629147,6.90321122593636,62.4235159817352,9.00830572754317,0.144860119047619,0.879273275163003,-0.44,-0.3163
5,21,track4,wtc2f06,energetic,2.5775862068965516,0.9739666358100312,1.0,4.0,2.0,464,True,117.57880000019074,120.64540000009536,0.0,,,,3.0,6.310924369747899,1.9564489112227803,1.9556113902847572,11,115.588895833333,0.548247511899611,0.13921928674826,577.725350736037,888.42808617413,123.883915101728,0.877429340471768,7.16077664478289,61.8129675810474,10.1837025032943,0.139649656679149,0.897374650732673,-0.9994,-0.9258
5,26,track23,wtc1p03,energetic,3.5426621160409555,1.3147174335057707,1.0,5.0,1.0,293,True,73.96590000009537,75.57080000019073,0.0,,,,4.0,6.108108108108108,2.5023348899266176,2.4903268845897264,11,72.9797916666667,0.547292666209733,0.0987102797719146,362.7451839569,862.159367787307,128.465824056335,0.918447017505214,11.6573229764719,65.8382716049383,10.0228301555316,0.0857829882571076,0.574507290487869,-1.1204,-1.2469
5,28,track6,wtc1p04,energetic,1.7944535073409462,0.812585985319409,1.0,3.0,1.0,613,True,153.911,154.48369999980926,0.0,,,,5.0,4.664516129032258,1.4522661523625844,1.4522661523625844,12,152.922729166667,0.556500408830744,0.116038633746626,305.188064356151,879.321048703528,111.62025477803,0.873671516520163,4.8276198779425,63.7742382271468,10.2231822193168,0.207141412390197,0.901583368698466,-0.2648,-0.5101
5,34,track22,wtc2f07,energetic,2.451523545706371,0.6654189616947723,1.0,3.0,1.0,361,True,92.02540000009536,92.66730000019074,0.0,,,,6.0,6.870967741935484,1.4614147909967845,1.4614147909967845,11,89.9877708333333,0.563368538076709,0.12709248841586,564.293426211306,909.259629248626,129.13666805186,0.887622808979865,8.18259525325088,62.6107954545455,8.89078333921394,0.122210615220484,1.14938215047034,-0.8852,-0.9718
5,40,track10,wtc1p03,energetic,3.3867069486404833,0.8781894435195329,1.0,4.0,2.0,331,True,83.25789999961853,88.30569999980926,0.0,,,,7.0,7.234567901234568,2.918242830994509,2.918242830994509,13,82.277375,0.564741641337386,0.138903115949354,454.299091129585,955.20759059785,128.566976866947,0.867917303007644,10.2802344166223,65.8708074534161,10.0215293104567,0.0972740464344937,0.698889924365613,-1.2481,-1.2469
5,44,track3,wtc2f06,energetic,2.2302904564315353,0.7372446304920754,1.0,3.0,1.0,482,True,122.06,122.59869999980928,0.0,,,,8.0,8.14516129032258,3.008814102564102,2.983173076923077,12,120.055354166667,0.565090606123724,0.133373697745795,515.822375848789,910.200368991156,121.728712722755,0.870161955501223,6.90616351294095,61.811013767209,10.1831882116528,0.144798193400167,0.894308003000556,-1.0934,-0.9258
5,50,track17,wtc2f07,energetic,2.163755458515284,0.6758062542189694,1.0,3.0,2.0,458,True,116.20659999990464,117.04480000019072,0.0,,,,9.0,6.155172413793103,1.5387912558936991,1.5383626232318903,12,114.201104166667,0.569739435077732,0.141491615004114,350.218231276185,946.50228563803,132.744514994658,0.853485756679423,6.32840041654336,62.5817655571635,8.923355631088,0.15801781400966,1.16017808589658,-0.7004,-0.9718
5,54,track24,wtc1p17,energetic,3.5913621262458473,0.8538882470367324,1.0,5.0,2.0,301,True,76.0737000002861,77.03390000009537,0.0,,,,10.0,6.87012987012987,2.0870406189555126,2.0870406189555126,11,74.9687708333333,0.57691024357691,0.153547895470363,348.095837686728,955.447199921652,113.100983541648,0.893241188017094,9.34767545212138,62.3779761904762,9.63042821539888,0.106978468082464,0.893713562430838,-1.0328,-0.9849
5,57,track15,wtc1p03,energetic,4.244827586206896,1.1611014359499723,1.0,5.0,2.0,290,True,73.13759999990464,78.1535,0.0,,,,11.0,6.533333333333333,2.992734478203434,2.984147952443857,12,72.1329166666667,0.561373092926491,0.156917047425785,225.213019342757,1078.23064944086,130.034820779388,0.868303445803126,11.7247477610248,65.8479604449938,10.0252341973295,0.0852896813118813,0.611336572105848,-1.0295,-1.2469
5,61,track19,wtc1p03,energetic,4.245421245421245,1.065082115994668,1.0,5.0,3.0,273,True,69.23969999980926,70.9407999997139,0.0,,,,12.0,6.9714285714285715,2.9454674220963173,2.941926345609065,12,68.1815625,0.553925165077036,0.122679996061697,461.759009347913,887.440483634278,129.443266731726,0.932958323829663,12.2710491842324,65.8461538461538,10.0457910024917,0.0814926242236027,0.566771877395218,-1.3369,-1.2469
6,10,track11,wtc1p15,energetic,3.0816326530612246,0.9190125066837392,1.0,4.0,1.0,196,True,49.94210000002384,52.08960000002384,0.0,,,,1.0,5.568627450980392,2.5684931506849313,2.567514677103718,11,48.8502708333333,0.583205325140809,0.135362059647791,598.935581038626,892.146793708488,150.487594915309,0.909171933973928,13.0615153370817,62.7042483660131,10.3160743236218,0.0765607951445719,0.555419596662472,-0.2187,-0.2511
