trial_row,stim_name,alignment_offset_s,usable,n_taps,mean_ioi_s,perceived_tempo_bpm,sd_ioi_s,trial_cv_ioi_pct,median_ioi_s,first_tap_s,last_tap_s,wtc_code,manifest_wtc_code,beta_list,beta_perf,beta_score
14,track14,0.988395833333333,True,42,1.5172782705099777,39.5444930347768,0.0951141996263988,6.268738007724164,1.5034090909090896,5.1091041666666674,67.31751325757575,wtc1p17,wtc1p17,1,-0.9336,-0.9849
15,track10,0.9642708333333329,True,92,0.8251273726273727,72.71604601959555,0.1093368870827282,13.250910187911646,0.7997727272727246,5.6016382575757575,80.68822916666667,wtc1p03,wtc1p03,3,-1.2481,-1.2469
16,track2,0.9949583333333328,True,36,1.203896103896104,49.838187702265365,0.1679210576310913,13.94813531563542,1.2190909090909052,5.626178030303031,47.76254166666667,wtc1p15,wtc1p15,3,-0.3972,-0.2511
17,track11,1.08329166666667,True,34,1.2880785123966942,46.581011500890234,0.0685156149941592,5.319211083389162,1.2927272727272694,6.339662878787874,48.84625378787879,wtc1p15,wtc1p15,3,-0.2187,-0.2511
18,track13,1.01952083333333,True,33,1.300525568181818,46.135194469019304,0.3720135790947129,28.604864694417465,1.289659090909092,5.759115530303033,47.37593371212121,wtc1p15,wtc1p15,2,-0.417,-0.2511
19,track5,0.9955208333333329,True,124,1.139517738359202,52.6538534506662,0.2158247199363642,18.940005290933996,1.0861363636363637,8.609933712121213,148.77061553030305,wtc2p01,wtc2p01,1,-0.3205,-0.1693
20,track24,1.09241666666667,True,209,0.3452491258741259,173.78755079564013,0.1820095721346964,52.71832960441881,0.2781818181818201,1.9000833333333305,73.71190151515151,wtc1p17,wtc1p17,1,-1.0328,-0.9849
21,track23,0.974604166666667,True,105,0.6784615384615384,88.43537414965986,0.1534447205552458,22.616568789321953,0.6678409090909074,1.193577651515151,71.75357765151516,wtc1p03,wtc1p03,3,-1.1204,-1.2469
22,track20,1.0476875,True,134,0.9510133287764868,63.09059840117297,0.4142653199520657,43.560411554382014,0.9204545454545467,3.090267045454546,129.57503977272728,wtc2p24,wtc2p24,1,-0.44,-0.3163
23,track15,0.99075,True,283,0.2538104448742746,236.3968907178784,0.1338667448876877,52.742803769954705,0.2168181818181835,2.498795454545455,74.0733409090909,wtc1p03,wtc1p03,2,-1.0295,-1.2469
24,track8,1.97,True,400,0.3251555023923445,184.52709413971968,0.192221094886166,59.11666678616593,0.2822727272727263,0.5602272727272724,130.2972727272727,wtc1f03,wtc1p03,3,-0.6684,-0.6974
25,track6,0.986625,True,270,0.5524856370395405,108.60010826979364,0.4442417325720955,80.40783375881713,0.3886363636363512,3.795647727272727,152.4142840909091,wtc1p04,wtc1p04,2,-0.2648,-0.5101
26,track11,1.08329166666667,True,129,0.3786967329545455,158.43812417362926,0.1394995263558158,36.83673879820869,0.3477272727272718,1.0521628787878756,49.5253446969697,wtc1p15,wtc1p15,3,-0.2187,-0.2511
27,track7,1.050375,True,222,0.6381447963800904,94.02254839395876,0.4672997468169877,73.22785509930817,0.5134090909090787,3.9855340909090904,145.01553409090909,wtc2p24,wtc2p24,1,-0.5012,-0.3163
28,track22,2.03095833333333,True,138,0.6169956867949569,97.24541238152854,0.0769674920415252,12.474559172583565,0.6115909090909071,2.75745075757576,87.28585984848485,wtc2f07,wtc2f07,2,-0.8852,-0.9718
29,track9,1.972,True,229,0.6644677033492823,90.29784246482866,0.4936325061644883,74.28991712859921,0.6381818181818204,-0.2272272727272724,151.2714090909091,wtc1f03,wtc1p03,3,-0.6237,-0.6974
30,track1,1.06510416666667,True,125,0.3742357038123167,160.32676569547905,0.1399423850749303,37.394183304624775,0.3528409090909088,3.408304924242421,49.81353219696969,wtc1p15,wtc1p15,2,-0.2186,-0.2511
31,track3,1.98908333333333,True,204,0.5750044782803404,104.34701339968925,0.1706992542288817,29.68659561389681,0.5379545454545447,3.398643939393942,120.12455303030303,wtc2f06,wtc2f06,1,-1.0934,-0.9258
32,track13,1.01952083333333,True,131,0.3512202797202797,170.8329600095571,0.0935503983318397,26.63581909516885,0.3374999999999986,3.695251893939397,49.353888257575754,wtc1p15,wtc1p15,2,-0.417,-0.2511
33,track16,1.222125,True,159,0.6406803797468353,93.65044083870492,0.5375532964690483,83.90350531437568,0.4817045454545425,2.5149204545454547,103.74242045454544,wtc1f05,wtc1f05,3,-0.5387,-0.6812
34,track20,1.0476875,True,242,0.513646737080347,116.8118001509168,0.1955383378891118,38.068642078908965,0.4704545454545439,4.9618579545454535,128.7507215909091,wtc2p24,wtc2p24,1,-0.44,-0.3163
35,track18,0.9896041666666668,True,221,0.6242076446280991,96.12186027575456,0.251118446567271,40.22995372267294,0.5338636363636358,4.357214015151515,141.68289583333333,wtc2p01,wtc2p01,1,-0.2781,-0.1693
36,track24,1.09241666666667,True,113,0.6267491883116882,95.73207451871713,0.4032386269821544,64.33811714513463,0.5440909090909116,3.102810606060603,73.2987196969697,wtc1p17,wtc1p17,1,-1.0328,-0.9849
37,track4,1.97366666666667,True,173,0.6564600951374207,91.3993103989662,0.1963032139214794,29.90329730253995,0.6443181818181891,4.391787878787876,117.30292424242424,wtc2f06,wtc2f06,1,-0.9994,-0.9258
38,track10,0.9642708333333329,True,256,0.3035935828877006,197.63263580638335,0.147179208117372,48.47902472688749,0.2495454545454549,3.535729166666667,80.95209280303031,wtc1p03,wtc1p03,3,-1.2481,-1.2469
39,track19,1.03791666666667,True,139,0.4640662055335968,129.29189689865535,0.2099454596800883,45.240411212164645,0.5676136363636353,3.447765151515148,67.4889015151515,wtc1p03,wtc1p03,2,-1.3369,-1.2469
40,track2,0.9949583333333328,True,109,0.406344696969697,147.657888604055,0.0308161824732471,7.583754064728256,0.4029545454545413,6.824814393939393,50.71004166666667,wtc1p15,wtc1p15,3,-0.3972,-0.2511
41,track23,0.974604166666667,True,149,0.4758584152334153,126.0879246415536,0.0472949603786179,9.938872333574066,0.4806818181818144,4.70357765151515,75.13062310606061,wtc1p03,wtc1p03,3,-1.1204,-1.2469
42,track17,1.99295833333333,True,148,0.7639703153988869,78.5370829083491,0.0395871699407491,5.18176807957254,0.7568181818181756,3.728178030303034,116.0318143939394,wtc2f07,wtc2f07,2,-0.7004,-0.9718
43,track14,0.988395833333333,True,129,0.5079438920454545,118.1232827869712,0.1432016292761032,28.192410917560252,0.4970454545454537,2.5931950757575764,67.61001325757576,wtc1p17,wtc1p17,1,-0.9336,-0.9849
44,track5,0.9955208333333329,True,202,0.7217503392130258,83.13123907281033,0.2555020338066346,35.40033442661436,0.5665909090909107,4.25720643939394,149.3290246212121,wtc2p01,wtc2p01,1,-0.3205,-0.1693
45,track15,0.99075,True,141,0.5072873376623376,118.27616332094892,0.0596284239328656,11.754368679424,0.5011363636363555,2.9140227272727275,73.93424999999999,wtc1p03,wtc1p03,2,-1.0295,-1.2469
46,track21,1.95889583333333,True,126,1.0376181818181818,57.824738474478266,0.2263209590815548,21.81158378364001,1.088181818181809,5.372013257575761,135.07428598484847,wtc1f05,wtc1f05,3,-0.539,-0.6812
47,track5,0.9955208333333329,True,256,0.5737700534759358,104.57150845798968,0.0380545207400413,6.632364395719967,0.570681818181825,7.200615530303032,153.51197916666666,wtc2p01,wtc2p01,1,-0.3205,-0.1693
48,track9,1.972,True,284,0.5101276903308706,117.61761052626606,0.0985266305890609,19.31411143848243,0.505227272727268,5.148227272727272,149.51436363636364,wtc1f03,wtc1p03,3,-0.6237,-0.6974
49,track1,1.06510416666667,True,64,0.7251623376623376,82.74009402283413,0.2128860968927249,29.35702612176373,0.654545454545449,4.4146685606060565,50.09989583333333,wtc1p15,wtc1p15,2,-0.2186,-0.2511
50,track10,0.9642708333333329,True,138,0.5308178500331786,113.03312425580586,0.1541265542606324,29.03567659810212,0.4459090909090903,11.523229166666669,84.24527462121213,wtc1p03,wtc1p03,3,-1.2481,-1.2469
51,track13,1.01952083333333,True,88,0.5072492163009404,118.28505214368482,0.1592742941638079,31.39961365052436,0.6197727272727249,5.714115530303032,49.84479734848485,wtc1p15,wtc1p15,2,-0.417,-0.2511
52,track4,1.97366666666667,True,201,0.5461568181818182,109.8585571077238,0.2244208451151678,41.09091704874718,0.5175000000000001,3.8476969696969663,113.0790606060606,wtc2f06,wtc2f06,1,-0.9994,-0.9258
53,track6,0.986625,True,217,0.7016856060606059,85.50838079300388,0.5182211606712723,73.853753902786,0.6136363636363704,3.6013295454545453,155.16542045454543,wtc1p04,wtc1p04,2,-0.2648,-0.5101
54,track17,1.99295833333333,True,112,0.8604176904176902,69.73357320311833,0.5180172164447715,60.2053191390451,0.7568181818181756,14.718405303030304,110.22476893939393,wtc2f07,wtc2f07,2,-0.7004,-0.9718
55,track11,1.08329166666667,True,230,0.20367903930131,294.58112236694,0.0772866563311378,37.94531661002426,0.1943181818181791,2.398071969696966,49.04057196969697,wtc1p15,wtc1p15,3,-0.2187,-0.2511
