emotion_term,target,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p,spearman_fdr_q,abs_spearman_rho
calm,rating_mean__calm,audio100_spectral_centroid_hz,24816,0.04540109350142357,8.342526509428303e-13,-0.05598693226572565,1.0833764138446376e-18,1.4702965616462938e-18,0.05598693226572565
calm,rating_mean__calm,midi_velocity_max,24131,-0.05352105852338018,8.827789099934927e-17,-0.05331446658557904,1.1573395884576477e-16,1.4659634787130203e-16,0.05331446658557904
calm,rating_mean__calm,audio100_onset_strength_proxy,24816,-0.006155635499783402,0.33221427763039757,-0.05151338758084308,4.664330363550753e-16,5.538892306716519e-16,0.05151338758084308
calm,rating_mean__calm,midi_pitch_mean,24131,-0.05744531067281717,4.238706494450654e-19,-0.05081643300321838,2.8205788911748134e-15,3.152411701901262e-15,0.05081643300321838
calm,rating_mean__calm,audio100_spectral_bandwidth_hz,24816,0.09251957295921492,2.598536503058272e-48,0.038621334420640134,1.1575235426212287e-09,1.2218304061001857e-09,0.038621334420640134
calm,rating_mean__calm,audio100_rms,24816,0.01978342265550777,0.0018291899716343068,0.0001745434099668199,0.9780652434008802,0.9780652434008802,0.0001745434099668199
energetic,rating_mean__energetic,midi_velocity_min,24131,0.3298946504114438,0.0,0.3672016222874788,0.0,0.0,0.3672016222874788
energetic,rating_mean__energetic,midi_velocity_mean,24131,0.2990698569406798,0.0,0.3162143110122325,0.0,0.0,0.3162143110122325
energetic,rating_mean__energetic,tap_count_100ms,24816,0.2577555156884825,0.0,0.2891739835846289,0.0,0.0,0.2891739835846289
energetic,rating_mean__energetic,midi_note_onset_count_100ms,24816,0.24832109986462025,0.0,0.2861486728005461,0.0,0.0,0.2861486728005461
energetic,rating_mean__energetic,midi_velocity_range,24131,-0.1930251933746155,2.992627182649189e-201,-0.2321596224316092,1.115806711191876e-292,4.240065502529129e-292,0.2321596224316092
energetic,rating_mean__energetic,audio100_spectral_bandwidth_hz,24816,-0.2266228121615978,1.8129006537330076e-286,-0.2041367397096011,1.1008794808912211e-231,3.4861183561555337e-231,0.2041367397096011
energetic,rating_mean__energetic,midi_velocity_std,24131,-0.15783144408624428,2.1750819043126967e-134,-0.19563757736386622,8.74029201845619e-207,2.3723649764381086e-206,0.19563757736386622
energetic,rating_mean__energetic,midi_active_note_count,24816,-0.14184580291703613,1.0782957002385946e-111,-0.1824640895589523,9.89624552800769e-185,2.3503583129018263e-184,0.1824640895589523
energetic,rating_mean__energetic,midi_velocity_max,24131,0.1812544616068963,2.660776046297995e-177,0.17678684417233168,1.24306624308591e-168,2.62425095762581e-168,0.17678684417233168
energetic,rating_mean__energetic,midi_pitch_min,24131,0.1482577696194602,1.2222212780020264e-118,0.162305858720816,4.194783519656911e-142,7.97008868734813e-142,0.162305858720816
energetic,rating_mean__energetic,audio100_zero_crossing_rate,24816,0.0558170042130252,1.3764439368190496e-18,0.12427966220688356,5.434486819067813e-86,9.386840869298948e-86,0.12427966220688356
energetic,rating_mean__energetic,audio100_rms,24816,0.11042031485406073,3.6207686207988465e-68,0.12121347234783997,7.310139619673516e-82,1.1574387731149733e-81,0.12121347234783997
energetic,rating_mean__energetic,midi_pitch_mean,24131,0.12032167307434942,1.6602021489670586e-78,0.11480999029216384,1.3363736195010117e-71,1.953161443886094e-71,0.11480999029216384
energetic,rating_mean__energetic,midi_pitch_range,24131,-0.09238331237302641,6.811764871264977e-47,-0.11194206827656998,3.8773465491145655e-68,5.262113173798339e-68,0.11194206827656998
energetic,rating_mean__energetic,audio100_spectral_rolloff_hz,24816,-0.08418251438624352,2.8563914061207035e-40,0.0725639866825752,2.4742132205414596e-30,3.134003412685849e-30,0.0725639866825752
energetic,rating_mean__energetic,audio100_onset_strength_proxy,24816,0.020739155068143895,0.0010859942813102087,0.06144923160686627,3.3637751494986627e-22,3.994482990029662e-22,0.06144923160686627
energetic,rating_mean__energetic,midi_pitch_max,24131,0.046075662380883904,8.01506108302637e-13,0.04553552869443853,1.4745281702420451e-12,1.6480020726234623e-12,0.04553552869443853
energetic,rating_mean__energetic,midi_pitch_std,24131,-0.02596038356842933,5.5023061117000205e-05,-0.03386309184542832,1.4282126404699896e-07,1.5075577871627668e-07,0.03386309184542832
energetic,rating_mean__energetic,audio100_spectral_centroid_hz,24816,-0.11817812626872053,7.032779028621347e-78,-0.02646524607079651,3.051138328289129e-05,3.051138328289129e-05,0.02646524607079651
