target,feature,n_tracks,pearson_r,pearson_p_approx,spearman_r,spearman_p_approx,abs_pearson_r
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_21,24,-0.0764481848448124,0.7260913581410877,-0.1504347826086956,0.4905849345002989,0.0764481848448124
istc_mean_max_unique_per_sec,spectral_centroid_Mean,24,0.0736597802306438,0.7357011822898077,0.0826086956521739,0.7050141841781922,0.0736597802306438
istc_mean_max_unique_per_sec,spectral_kurtosis_Std,24,-0.0735368072131964,0.736125957186023,-0.077391304347826,0.7228506816160587,0.0735368072131964
istc_mean_max_unique_per_sec,simple_lowenergy_Mean,24,-0.073511074606293,0.7362148532814603,0.0591304347826086,0.7864143417859322,0.073511074606293
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_8,24,0.0732129334136944,0.7372450717293375,0.1495652173913043,0.4930953733411003,0.0732129334136944
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_38,24,-0.0721006859310866,0.7410925656444596,-0.0608695652173913,0.7802913388133306,0.0721006859310866
istc_mean_max_unique_per_sec,spectral_dmfcc_Mean_11,24,-0.0716738694456116,0.7425707386837064,-0.12,0.5823817337179396,0.0716738694456116
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_35,24,-0.0685538319302722,0.7534047432320277,-0.0478260869565217,0.8265202227218944,0.0685538319302722
istc_mean_max_unique_per_sec,spectral_mfcc_Mean_4,24,0.0666736435293053,0.7599571804252037,-0.0156521739130434,0.942818952339765,0.0666736435293053
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_15,24,0.0664129111468661,0.7608672037742225,-0.0478260869565217,0.8265202227218944,0.0664129111468661
istc_mean_max_unique_per_sec,spectral_mfcc_Std_9,24,-0.0640964870593992,0.7689665180479204,-0.1330434782608695,0.5420726065165244,0.0640964870593992
istc_mean_max_unique_per_sec,spectral_rolloff95_Mean,24,0.0636407137643653,0.7705631212386383,-0.0226086956521739,0.9174819790066626,0.0636407137643653
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_24,24,-0.0630064300870516,0.7727866753677624,-0.1408695652173913,0.518573777602539,0.0630064300870516
istc_mean_max_unique_per_sec,spectral_skewness_Std,24,-0.0624114014306472,0.7748743139958707,-0.0226086956521739,0.9174819790066626,0.0624114014306472
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_24,24,-0.0616692135982869,0.7774805368771274,-0.1965217391304347,0.3678139354312319,0.0616692135982869
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_29,24,-0.0600563637782861,0.7831527282350706,-0.0826086956521739,0.7050141841781922,0.0600563637782861
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_8,24,0.0588909324197815,0.787258609266072,0.2034782608695651,0.3511016736276888,0.0588909324197815
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_13,24,0.0585613074724237,0.7884209757900436,0.1165217391304347,0.5933625047896074,0.0585613074724237
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_29,24,0.0584712524002403,0.7887386218132716,0.1295652173913043,0.5526844087315871,0.0584712524002403
istc_mean_max_unique_per_sec,spectral_ddmfcc_Mean_12,24,-0.0574602237602319,0.7923071635015073,-0.0756521739130434,0.7288303746196856,0.0574602237602319
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_37,24,-0.0568354551791556,0.794514538192292,-0.028695652173913,0.8953797879959393,0.0568354551791556
istc_mean_max_unique_per_sec,spectral_skewness_Mean,24,-0.0555173646854769,0.7991768748702323,-0.0460869565217391,0.8327335775102058,0.0555173646854769
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_31,24,-0.0550049181243139,0.8009914402384624,-0.0930434782608695,0.6698318597931143,0.0550049181243139
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_33,24,-0.0549460992103887,0.8011997860205174,-0.0608695652173913,0.7802913388133306,0.0549460992103887
