wtc_code,window_center_s,rms_mean,spectral_centroid_hz_mean,spectral_bandwidth_hz_mean,spectral_rolloff_hz_mean,zero_crossing_rate_mean,onset_strength_mean,n_note_onsets,istc_mean_max_unique_per_sec
wtc1f03,9.0,0.03635574062195532,1003.8414717630752,1949.235968774734,1324.5,0.02545321942071265,0.0016412494011746807,9.5,7.5
wtc1f03,9.25,0.03464195401077355,1008.2742479275258,1966.6556462187034,1351.75,0.02525005209418629,0.0016885495264511484,10.0,7.0
wtc1f03,9.5,0.03470665415197627,998.0450722313099,1948.173188835432,1353.5,0.02524223796624297,0.0014534851989225495,11.5,8.0
wtc1f03,9.75,0.03636885970206956,973.8416825667662,1931.2815688126489,1355.375,0.023794019587414044,0.0024113746416389737,11.5,8.0
wtc1f03,10.0,0.04265046237977912,957.3521900047068,1823.572936581771,1370.875,0.02364555115649094,0.0028165963601740505,11.0,7.5
wtc1f03,10.25,0.04728173089365961,954.7475423796388,1756.3719557268755,1392.75,0.024051885809543656,0.0027357496062124856,9.5,7.5
wtc1f03,10.5,0.048717508390834066,953.0277552568828,1698.6494238281011,1424.625,0.02448947697436966,0.0026037474112116693,8.5,7.0
wtc1f03,10.75,0.048259136564704284,947.9826528678732,1658.6701621438608,1448.25,0.023835694936445093,0.0016761755438896796,8.5,7.5
wtc1f03,11.0,0.04751574978828699,949.9193788215132,1641.7050765730764,1472.125,0.02321316941029381,0.0015122016716481957,9.0,7.5
wtc1f03,11.25,0.04750370060369927,942.1977554214166,1630.5751591778974,1478.625,0.022418733069389456,0.0018613201174356143,10.0,7.5
wtc1f03,11.5,0.05089408769364659,941.0253518250288,1607.8465023793929,1453.375,0.02280162533861221,0.002413340316654116,11.5,7.5
wtc1f03,11.75,0.04987165829119977,967.465197584508,1613.7674617244863,1495.5,0.024398312148364243,0.0027966965831930733,12.0,7.0
wtc1f03,12.0,0.04904464767012351,958.5066201622972,1633.8379838844812,1474.125,0.023877370285476145,0.0029828169725172474,13.0,7.0
wtc1f03,12.25,0.04693573445697466,952.1999195598595,1668.1516132697043,1452.5,0.023887789122733906,0.0024326775394939836,10.5,7.0
wtc1f03,12.5,0.04173492826116447,943.3815086336282,1697.1565303107304,1435.75,0.023346009585330278,0.0017795941080254534,10.0,6.5
wtc1f03,12.75,0.04288693325272361,918.9648821309181,1711.0296389054984,1354.5,0.02248906022087935,0.0020322299773647616,9.0,7.0
wtc1f03,13.0,0.0439877607422667,906.1588383942112,1720.3131987137142,1314.5,0.021822254636382578,0.001957691847378094,8.0,7.0
wtc1f03,13.25,0.04492327541801877,910.1746093369006,1717.7769915496788,1334.625,0.021426338820587622,0.00209762183078541,9.5,7.0
wtc1f03,13.5,0.04794729301085394,905.2703678886425,1691.24264042083,1348.875,0.020986142946447177,0.002298428841202788,8.5,8.5
wtc1f03,13.75,0.04848921085983904,898.9358710343952,1667.3787833355645,1388.375,0.019860908522608876,0.0018428488616081947,9.5,8.0
wtc1f03,14.0,0.04774228242409986,906.2474362899501,1658.3602383361097,1428.75,0.020499062304646803,0.0018539926671990888,10.5,7.0
wtc1f03,14.25,0.04806812234646661,897.8382161475113,1654.824371902463,1403.5,0.0205693894561367,0.0018535612552406857,11.0,8.5
wtc1f03,14.5,0.04823260701092237,885.3625517166388,1650.8779768085265,1366.0,0.021319545738695562,0.0016412669062609536,12.5,8.5
wtc1f03,14.75,0.04580280822697272,881.3032395644265,1673.0894133564552,1315.875,0.02228328818503855,0.0017712213255725862,12.5,8.5
wtc1f03,15.0,0.044660254107821026,863.9875010437831,1683.4756950398523,1267.5,0.021595644926026253,0.0018539805712829477,11.0,8.5
wtc1f03,15.25,0.04373279733007192,850.0065505570767,1701.983722520727,1226.375,0.020673577828714318,0.0018915024802550846,10.0,7.0
wtc1f03,15.5,0.0434325160626754,867.6241752345795,1765.0989511491252,1179.375,0.020670973119399874,0.002213131217985651,9.0,7.5
wtc1f03,15.75,0.044449943403809006,877.7287725281908,1784.9340195562222,1174.625,0.021395082308814338,0.002008720333967754,8.0,7.5
wtc1f03,16.0,0.04151455130534221,909.118286290133,1863.78662390814,1183.5,0.022530735569910396,0.0019478812662315761,9.0,7.5
wtc1f03,16.25,0.03942385952823042,923.1719227792,1885.2648385762363,1181.75,0.02351531569076891,0.0019538656854327934,9.5,7.5
wtc1f03,16.5,0.039727572204389675,922.0621983963429,1847.2224287715392,1205.375,0.024046676390914772,0.001958859367615855,11.0,7.0
wtc1f03,16.75,0.03657830713849511,920.960274483071,1850.7878438140992,1225.0,0.02310898103771619,0.001691178905039906,11.5,7.0
wtc1f03,17.0,0.03489673544320114,905.1641662487893,1843.3661845772895,1219.25,0.02265055219837466,0.0013799637550861684,11.0,7.0
wtc1f03,17.25,0.033725340272737395,896.2299369850866,1874.6275203196085,1226.375,0.021991560741821216,0.0012926887103958107,12.0,7.0
wtc1f03,17.5,0.027909700163282973,868.1482100271282,2002.0931504602595,1188.0,0.018670556365909564,0.000734253172317774,9.5,8.5
wtc1f03,17.75,0.025853468146854235,866.9393010586216,2095.9863716975824,1157.75,0.017899562408835175,0.000720936644659335,8.5,8.5
wtc1f03,18.0,0.02924098401510848,875.7656940947845,2078.3123254040206,1169.75,0.01844394665555324,0.0017236580193674502,9.0,8.5
wtc1f03,18.25,0.033612966905457946,870.2494908371152,2025.107294087265,1143.5,0.01894665555324026,0.0015139980058402978,8.0,8.5
