trial_row,stim_name,alignment_offset_s,usable,n_taps,taps_s,wtc_code,manifest_wtc_code,beta_list,beta_perf,beta_score
147,track19,1.03791666666667,True,99,"[3.9121, 4.4991, 5.1005, 5.6548, 6.2909, 6.9209, 7.5141, 8.1625, 8.8109, 9.4819, 10.0873, 10.7459, 11.3637, 12.01, 12.6298, 13.268, 13.9082, 14.5423, 15.1682, 15.7982, 16.4139, 17.0091, 17.5471, 18.2016, 18.8234, 19.5128, 20.1734, 20.8362, 21.458, 22.1432, 22.7732, 23.4114, 24.0291, 24.7082, 25.3975, 26.0337, 27.3857, 28.0198, 28.6396, 29.2962, 30.0162, 30.6584, 31.358, 32.0105, 32.7121, 33.4075, 34.0539, 34.6941, 35.3425, 35.9991, 36.6598, 37.3205, 37.9178, 38.5764, 39.2289, 39.8609, 40.4664, 41.1107, 41.6978, 42.295, 42.9373, 43.555, 44.1809, 44.7987, 45.3959, 46.0403, 46.658, 47.2962, 47.9303, 48.5112, 49.133, 49.7487, 50.3971, 51.023, 51.653, 52.2728, 52.9273, 53.5634, 54.1464, 54.76, 55.3491, 55.9628, 56.605, 57.2166, 57.8446, 58.4541, 59.0903, 59.7325, 60.3196, 60.8923, 61.5244, 62.093, 62.6821, 63.3694, 63.94, 64.5639, 65.2634, 65.8689, 66.4273]",wtc1p03,wtc1p03,2,-1.3369,-1.2469
148,track4,1.97366666666667,True,108,"[3.7066, 4.76, 6.3513, 7.4538, 8.0061, 8.5952, 9.2129, 9.6895, 10.2561, 10.8677, 11.3893, 12.4979, 13.8254, 14.7704, 15.7891, 16.82, 17.8591, 18.9493, 20.0047, 21.0132, 21.9909, 22.9809, 23.9913, 25.0038, 26.0429, 27.1413, 28.205, 29.3075, 30.4038, 31.4245, 32.4329, 33.4557, 34.4886, 35.5134, 36.5872, 37.5977, 38.5938, 39.6084, 40.6822, 41.7172, 42.7604, 43.73, 44.6934, 45.6854, 46.7327, 47.7595, 48.8129, 49.8602, 51.0691, 52.0836, 53.1329, 54.1761, 55.2479, 56.2154, 57.2566, 58.1586, 59.1261, 60.1407, 61.1982, 62.2536, 63.3357, 64.387, 65.3811, 66.3895, 67.3938, 68.4472, 69.5804, 70.5929, 71.5891, 72.6445, 73.6918, 74.7554, 75.8518, 76.8745, 77.8461, 78.9813, 80.0532, 81.0391, 82.0413, 83.0068, 83.962, 84.9582, 85.9747, 87.0077, 87.9772, 89.0634, 90.1045, 91.1538, 92.2175, 93.2954, 94.3713, 95.3859, 96.5845, 97.6768, 98.812, 99.8347, 100.8595, 101.9007, 102.9991, 104.0054, 104.9811, 105.9629, 106.9693, 108.0411, 109.1129, 110.1438, 111.3077, 113.4207]",wtc2f06,wtc2f06,1,-0.9994,-0.9258
149,track23,0.974604166666667,True,100,"[2.9322, 3.4579, 4.0102, 4.6504, 5.3356, 6.0086, 6.6222, 7.3054, 7.9599, 8.6124, 9.2977, 9.9768, 10.6068, 11.2531, 11.9159, 12.5499, 13.2474, 13.9327, 14.6465, 15.2949, 15.9536, 16.602, 17.2934, 17.9111, 18.5799, 19.2447, 19.9054, 20.607, 21.2452, 21.9161, 22.6259, 23.2865, 23.9288, 24.6181, 25.3034, 26.0336, 26.6615, 27.3243, 27.9849, 28.6824, 29.3349, 30.0488, 30.7565, 31.4295, 32.0779, 32.7856, 33.4852, 34.1663, 34.8209, 35.5163, 36.1831, 36.9031, 37.6354, 38.2613, 38.967, 39.6952, 40.3149, 41.0329, 41.6752, 42.3461, 42.9843, 43.6899, 44.3752, 45.0195, 45.6147, 46.2897, 46.9197, 47.564, 48.1818, 48.8486, 49.4438, 50.1372, 50.759, 51.4484, 52.2154, 52.8597, 53.6554, 54.177, 54.7824, 55.4595, 56.1243, 56.7911, 57.4784, 58.1452, 58.7936, 59.4379, 60.1374, 60.7695, 61.3688, 62.0111, 62.6513, 63.2813, 63.9236, 64.5781, 65.1693, 65.7911, 68.5279, 69.1763, 69.8738, 71.5593]",wtc1p03,wtc1p03,3,-1.1204,-1.2469
150,track5,0.9955208333333329,True,261,"[3.6354, 4.8668, 5.3781, 5.8915, 6.4274, 6.9756, 7.5156, 8.0331, 8.5772, 9.1602, 9.6961, 10.2483, 10.7965, 11.3529, 11.9113, 12.4861, 12.9708, 13.5252, 14.0386, 14.5949, 15.1063, 15.7404, 16.309, 16.8756, 17.4218, 17.9495, 18.5099, 19.009, 19.549, 20.1115, 20.7231, 21.2774, 21.8113, 22.3493, 22.8811, 23.4477, 23.9243, 24.4827, 25.0145, 25.5627, 26.0883, 26.6488, 27.1561, 27.7124, 28.2238, 28.7802, 29.3652, 29.9072, 30.4288, 30.9852, 31.5477, 32.0529, 32.6154, 33.1943, 33.7158, 34.2252, 34.7774, 35.3338, 35.882, 36.4281, 36.9313, 37.4754, 37.9622, 38.4981, 39.0668, 39.6293, 40.1611, 40.7052, 41.239, 41.7995, 42.317, 42.8488, 43.4318, 43.9308, 44.432, 44.9883, 45.5283, 46.0561, 46.6022, 47.1299, 47.6843, 48.2447, 48.8215, 49.3472, 49.8954, 50.6195, 51.2822, 51.7608, 52.3029, 52.8327, 53.3706, 53.8943, 54.4465, 54.9722, 55.549, 56.0993, 56.5922, 57.1506, 57.7111, 58.2531, 58.7952, 59.3433, 59.869, 60.4397, 60.9736, 61.5893, 62.1456, 62.6406, 63.2052, 63.7574, 64.2995, 64.8702, 65.3795, 65.9522, 66.4881, 67.0383, 67.562, 68.1102, 68.6154, 69.1554, 69.7077, 70.3049, 70.8408, 71.3583, 71.9352, 72.469, 73.0029, 73.5531, 74.1279, 74.672, 75.1793, 75.7111, 76.2715, 76.8013, 77.3352, 77.8608, 78.4254, 78.9858, 79.5197, 80.0454, 80.5731, 81.1336, 81.6736, 82.1727, 82.6902, 83.2302, 83.8029, 84.3572, 84.8829, 85.4433, 85.9915, 86.5254, 87.0633, 87.6033, 88.1413, 88.6915, 89.2765, 89.8308, 90.3279, 90.8781, 91.4161, 91.9274, 92.4961, 93.0054, 93.5658, 94.1202, 94.6622, 95.2063, 95.7156, 96.274, 96.8181, 97.3438, 97.8531, 98.4136, 98.9413, 99.4813, 100.0152, 100.5613, 101.1013, 101.6311, 102.1731, 102.7397, 103.3411, 103.877, 104.4333, 104.9713, 105.5215, 106.0288, 106.6056, 107.1231, 107.6508, 108.2277, 108.739, 109.2831, 109.8436, 110.3611, 110.9072, 111.4738, 112.0015, 112.5518, 113.1368, 114.004, 114.5972, 115.0718, 115.6056, 116.1313, 116.7265, 117.2624, 117.8127, 118.3322, 118.9254, 119.4613, 119.9849, 120.5597, 121.1099, 121.6499, 122.2022, 122.7688, 123.3211, 123.8836, 124.4481, 124.9983, 125.5486, 126.0886, 126.6081, 127.2995, 127.8599, 128.3713, 128.9195, 129.4615, 130.0077, 130.5518, 131.102, 131.6195, 132.1758, 132.7363, 133.2681, 133.8204, 134.3747, 134.9065, 135.4793, 136.0193, 136.5818, 137.1381, 137.6883, 138.3245, 138.8665, 139.3881, 139.9486, 140.5008, 141.0674, 141.632, 142.2068, 142.802, 143.4095, 144.0088, 144.6429, 145.3711, 146.1361, 147.1588, 148.7256]",wtc2p01,wtc2p01,1,-0.3205,-0.1693
151,track13,1.01952083333333,True,69,"[4.4541, 5.1332, 5.7448, 6.4341, 7.0539, 7.7105, 8.3691, 9.0053, 9.6291, 10.2939, 10.9771, 11.6664, 12.28, 12.9489, 13.5625, 14.2396, 14.8696, 15.5241, 16.1828, 16.823, 17.4673, 18.1178, 18.7928, 19.4105, 20.0078, 20.6848, 21.323, 21.9857, 22.6075, 23.2457, 23.9187, 24.5589, 25.2278, 25.9109, 26.5573, 27.1321, 27.7478, 28.3778, 28.9975, 29.6193, 30.278, 30.9141, 31.5359, 32.215, 32.8614, 33.5384, 34.1787, 34.823, 35.5, 36.1689, 36.8091, 37.4534, 38.0896, 38.7318, 39.3946, 40.0389, 40.7425, 41.4093, 42.07, 42.7021, 43.4098, 44.0848, 44.7332, 45.4696, 46.0709, 46.7214, 47.3657, 47.9507, 48.6073]",wtc1p15,wtc1p15,2,-0.417,-0.2511
152,track15,0.99075,True,106,"[3.2658, 3.9408, 4.6281, 5.3215, 5.9986, 6.6449, 7.2463, 7.8906, 8.5329, 9.212, 9.8379, 10.5027, 11.1367, 11.8097, 12.452, 13.0329, 13.669, 14.3543, 15.0599, 15.737, 16.4427, 17.0031, 17.6577, 18.2999, 18.9647, 19.6295, 20.284, 20.9304, 21.5952, 22.2681, 22.8838, 23.5056, 24.1336, 24.8065, 25.5122, 26.1811, 26.8315, 27.5086, 28.1631, 28.832, 29.4988, 30.1533, 30.7813, 31.4604, 32.1497, 32.8329, 33.5263, 34.2177, 34.9192, 35.5922, 36.2652, 36.9545, 37.6152, 38.2636, 38.8854, 39.4949, 40.1802, 40.8204, 41.5486, 42.2256, 42.8597, 43.5347, 44.1729, 44.8008, 45.4492, 46.0813, 46.7604, 47.419, 48.0981, 48.7547, 49.4052, 50.072, 50.7204, 51.3831, 51.9824, 52.6411, 53.2874, 53.9256, 54.574, 55.2408, 55.922, 56.5315, 57.1983, 57.8631, 58.4256, 59.1599, 59.8533, 60.5406, 61.232, 61.8886, 62.5554, 63.2427, 63.9074, 64.5886, 65.2636, 65.9713, 66.6156, 67.2804, 67.9063, 68.5567, 69.2072, 70.5347, 71.0604, 73.7911, 74.419, 74.509]",wtc1p03,wtc1p03,2,-1.0295,-1.2469
153,track7,1.050375,True,133,"[4.0387, 5.0083, 6.0064, 7.0292, 8.0335, 9.0746, 10.0626, 10.5576, 11.1467, 12.1367, 13.1614, 14.2189, 15.2049, 16.0312, 16.2255, 17.1951, 18.2117, 19.2712, 20.3471, 21.3085, 22.368, 23.3314, 24.3889, 25.3646, 26.463, 27.5942, 28.5433, 29.568, 30.5826, 31.6053, 32.6096, 33.6876, 35.0212, 36.0194, 36.9828, 37.9401, 38.9014, 39.8812, 40.8283, 41.8121, 42.8758, 43.8739, 44.8639, 45.8458, 46.8174, 47.7992, 48.7258, 49.6994, 50.7078, 51.843, 52.8842, 53.866, 54.8621, 55.8992, 56.9301, 58.2862, 59.4889, 60.2683, 61.2542, 62.2401, 63.2689, 64.173, 65.1733, 66.286, 67.3067, 68.3049, 69.256, 71.1726, 72.451, 73.3714, 74.3287, 75.5253, 76.5685, 77.6362, 78.6814, 79.7778, 80.7862, 81.8376, 82.8869, 84.0467, 85.2351, 86.2251, 87.2396, 88.2501, 89.2564, 90.2996, 91.2794, 92.3124, 93.2737, 94.3087, 95.3396, 96.391, 97.3626, 98.4201, 99.4264, 100.5024, 101.5292, 102.5335, 103.5255, 104.5074, 105.5014, 106.4689, 107.4549, 108.4714, 109.4492, 110.388, 111.4374, 112.4396, 113.4767, 114.4564, 115.6387, 117.3876, 119.1099, 123.528, 125.0417, 126.1033, 127.1362, 128.0996, 129.1305, 130.1635, 131.1719, 133.7267, 134.4712, 136.5903, 140.1044, 142.8044, 144.7599, 146.7787, 146.8994, 147.8055, 149.4358, 149.5564, 149.6342]",wtc2p24,wtc2p24,1,-0.5012,-0.3163
154,track8,1.97,True,108,"[5.2709, 6.5248, 8.0957, 9.3352, 10.4255, 11.6527, 12.7245, 13.9559, 15.0789, 16.2918, 17.3923, 18.5541, 19.7016, 20.8716, 22.058, 23.0991, 24.2118, 25.3573, 26.5395, 27.7095, 28.8182, 30.0189, 31.1439, 32.3384, 33.4573, 34.6518, 35.7952, 36.9898, 38.125, 39.1886, 40.3055, 41.4243, 42.6189, 43.7725, 44.8832, 46.092, 47.2293, 48.4341, 49.5243, 50.8089, 51.895, 52.9607, 54.0816, 55.2107, 56.4277, 57.4689, 58.6327, 59.8436, 61.0218, 62.1591, 63.3618, 64.4991, 65.6732, 66.7593, 67.9211, 69.04, 70.2243, 71.243, 72.2964, 73.3968, 74.4502, 75.5282, 76.6327, 77.77, 78.8909, 79.9464, 81.0959, 82.2005, 83.2989, 84.4484, 85.6409, 86.7127, 88.5127, 88.9525, 89.29, 89.7993, 90.3434, 90.912, 92.0514, 93.1048, 94.3832, 95.4325, 96.5452, 97.6784, 98.8157, 100.1677, 102.34, 103.5264, 104.637, 105.76, 106.9832, 108.0836, 109.3211, 110.5116, 111.6795, 112.7636, 114.0134, 115.0893, 116.2102, 117.413, 118.5339, 119.6425, 120.8084, 121.9845, 123.1239, 124.3061, 126.3332, 126.8384]",wtc1f03,wtc1p03,3,-0.6684,-0.6974
155,track18,0.9896041666666668,True,141,"[2.9459, 4.5474, 5.4515, 5.9997, 6.4988, 6.9693, 7.4254, 7.9224, 8.4215, 8.9411, 9.4381, 9.9495, 10.469, 11.1911, 11.6902, 12.1749, 12.6659, 13.0811, 13.6027, 14.1345, 14.6418, 15.1674, 15.732, 16.7772, 17.7877, 18.8145, 19.8924, 20.8865, 21.9256, 23.0097, 24.0386, 25.0061, 26.0615, 27.1272, 28.244, 29.2381, 30.2629, 31.2549, 32.3063, 33.3065, 34.3518, 35.3131, 36.3031, 37.3054, 38.3752, 39.3938, 40.3981, 41.427, 42.4947, 43.5584, 44.6056, 45.6079, 46.7268, 47.8088, 48.9113, 49.9545, 50.9424, 52.0409, 53.1699, 54.2438, 55.3177, 56.3384, 57.3693, 58.4268, 59.3963, 60.4906, 61.5256, 62.5402, 63.5813, 64.6327, 65.684, 66.7374, 67.9095, 68.9915, 69.9856, 71.0697, 72.0536, 73.1704, 74.1768, 75.2384, 76.2447, 77.2347, 78.2902, 79.319, 80.3888, 81.4422, 82.4629, 83.4938, 84.5186, 85.5986, 86.5865, 87.6645, 89.8081, 90.8411, 91.8495, 92.8784, 93.8561, 94.8645, 95.8484, 96.8343, 97.8365, 98.9268, 99.9577, 100.9681, 102.0052, 103.034, 104.1284, 105.1818, 106.1881, 107.2743, 108.4136, 109.5468, 110.5674, 111.582, 112.7172, 113.8238, 114.8772, 115.9347, 116.9799, 118.0374, 119.0786, 120.1034, 121.167, 122.1815, 123.2084, 124.2515, 125.4072, 126.5486, 127.6531, 128.8559, 129.9502, 131.1345, 132.3045, 133.6115, 134.6711, 135.6918, 136.7799, 137.9315, 139.0177, 140.3002, 141.6809]",wtc2p01,wtc2p01,1,-0.2781,-0.1693
156,track24,1.09241666666667,True,64,"[3.2399, 4.3444, 5.3876, 6.5024, 7.6314, 8.6849, 9.8324, 10.988, 12.0824, 13.2135, 14.3262, 15.4021, 16.5414, 17.601, 18.6135, 19.7099, 20.7469, 21.7246, 22.8435, 23.9419, 24.936, 25.9792, 27.0121, 28.041, 29.1026, 30.2746, 31.3362, 32.4244, 33.5739, 34.6376, 35.7176, 36.8549, 37.9124, 39.021, 40.1112, 41.2403, 42.2467, 43.341, 44.4394, 45.5562, 46.7099, 47.7939, 48.8862, 50.0112, 51.1076, 52.206, 53.3351, 54.413, 55.4869, 56.5771, 57.6796, 58.7678, 59.8846, 61.0199, 62.2471, 63.3639, 64.4664, 65.4933, 66.5917, 67.596, 68.6924, 69.8399, 70.9158, 73.2005]",wtc1p17,wtc1p17,1,-1.0328,-0.9849
157,track3,1.98908333333333,True,205,"[4.4766, 5.9105, 6.5221, 7.0293, 7.6327, 8.1625, 8.9602, 10.3225, 10.7766, 11.2471, 11.7032, 12.2555, 12.7893, 13.2946, 13.8325, 14.3725, 14.9125, 15.4648, 16.015, 16.5489, 17.0766, 17.5859, 18.1157, 18.6782, 19.2161, 19.8073, 20.3452, 20.9323, 21.4375, 22.0266, 22.5748, 23.0902, 23.6282, 24.2152, 24.7164, 25.2605, 25.8086, 26.3568, 26.9152, 27.4368, 27.9891, 28.523, 29.0384, 29.5477, 30.0836, 30.7096, 31.2496, 31.7671, 32.2886, 32.8409, 33.3584, 33.8943, 34.4834, 34.9846, 35.5061, 36.0216, 36.5657, 37.0852, 37.5557, 38.1305, 38.6541, 39.19, 39.7014, 40.2782, 40.8448, 41.3766, 41.9166, 42.4464, 42.9577, 43.5366, 44.0991, 44.6821, 45.1873, 45.7457, 46.2836, 46.7827, 47.3146, 47.83, 48.4068, 48.9366, 49.5032, 50.0064, 50.5771, 51.1089, 51.7082, 52.1643, 52.6839, 53.3139, 53.8027, 54.398, 54.9216, 55.4084, 55.9955, 56.468, 57.0018, 57.548, 58.0573, 58.6893, 59.1741, 59.6568, 60.2336, 60.745, 61.2236, 61.7146, 62.2443, 62.7659, 63.3059, 63.8296, 64.3798, 64.8891, 65.3698, 65.9139, 66.4743, 67.0021, 67.5155, 68.0575, 68.5852, 69.113, 69.6427, 70.1602, 70.7616, 71.2361, 71.7291, 72.3059, 72.7805, 73.2796, 73.8175, 74.4127, 74.9834, 75.5234, 76.0511, 76.5277, 77.0657, 77.6036, 78.1846, 78.7061, 79.24, 79.7289, 80.2341, 80.7761, 81.3305, 81.8521, 82.3593, 82.9177, 83.4659, 83.9916, 84.5214, 85.0286, 85.6034, 86.1291, 86.6364, 87.1805, 87.7266, 88.2564, 88.8271, 89.3548, 89.9377, 90.4327, 90.8909, 91.3471, 91.9321, 92.5907, 93.0734, 93.5848, 94.135, 94.6382, 95.1761, 95.6834, 96.2582, 96.8207, 97.3157, 97.8005, 98.3691, 98.905, 99.4511, 99.9461, 100.5271, 101.0568, 101.6357, 102.1573, 102.6768, 103.1493, 103.6259, 104.2273, 104.7877, 105.2623, 105.7757, 106.3566, 106.8782, 107.4346, 107.9091, 108.3141, 108.8807, 110.0139, 110.5375, 111.0407, 111.4948, 112.0532, 112.5952, 113.0698, 113.663, 114.2602, 114.9291, 116.8396, 117.5064]",wtc2f06,wtc2f06,1,-1.0934,-0.9258
158,track13,1.01952083333333,True,131,"[2.9487, 3.3782, 3.818, 4.2046, 4.6546, 5.0698, 5.483, 5.9146, 6.3687, 6.788, 7.2032, 7.643, 8.0909, 8.5021, 8.8825, 9.2957, 9.7212, 10.1446, 10.5823, 11.0384, 11.4803, 11.9057, 12.2984, 12.7853, 13.2414, 13.6709, 14.1434, 14.6098, 15.0148, 15.4628, 15.8493, 16.373, 16.8128, 17.1789, 17.6043, 18.0298, 18.4143, 18.8193, 19.1834, 19.613, 19.9914, 20.3248, 20.6582, 21.0305, 21.3148, 21.6298, 21.9428, 22.313, 22.6382, 22.9512, 23.2928, 23.62, 23.9453, 24.2725, 24.5384, 24.8596, 25.1909, 25.4937, 25.8516, 26.1871, 26.5103, 26.8068, 27.1259, 27.4184, 27.713, 28.0525, 28.3839, 28.6682, 28.9505, 29.2491, 29.5989, 29.9118, 30.2412, 30.5623, 30.8896, 31.1943, 31.5298, 31.8796, 32.2007, 32.4973, 32.8348, 33.1825, 33.4832, 33.8064, 34.1071, 34.5121, 34.8721, 35.1666, 35.4816, 35.8089, 36.1239, 36.4532, 36.7764, 37.118, 37.433, 37.7214, 38.0793, 38.4168, 38.7298, 39.055, 39.3598, 39.7116, 40.0, 40.2905, 40.6239, 40.945, 41.2866, 41.6303, 41.9187, 42.248, 42.565, 42.8821, 43.2216, 43.5898, 43.8373, 44.1625, 44.4816, 44.7966, 45.0993, 45.4205, 45.7416, 46.0157, 46.3675, 46.6866, 46.9709, 47.3289, 47.6091, 47.92, 48.2391, 48.5439, 48.8466]",wtc1p15,wtc1p15,2,-0.417,-0.2511
159,track14,0.988395833333333,True,132,"[2.6934, 3.1311, 3.6098, 4.1273, 4.61, 5.0743, 5.5836, 6.095, 6.5839, 7.128, 7.5821, 8.0586, 8.5823, 9.0834, 9.5764, 10.0591, 10.5255, 11.0286, 11.5625, 12.0411, 12.5321, 13.0475, 13.5425, 14.0743, 14.6102, 15.1114, 15.5532, 16.0789, 16.5821, 17.0443, 17.5516, 18.0446, 18.5089, 18.9671, 19.5071, 20.0266, 20.4541, 20.9614, 21.5055, 22.0086, 22.4771, 22.9782, 23.465, 23.9355, 24.4161, 24.9459, 25.4777, 25.9359, 26.3982, 26.8809, 27.4271, 27.9261, 28.4355, 29.0, 29.4909, 29.9859, 30.5239, 31.0496, 31.5691, 32.0498, 32.555, 33.0111, 33.4775, 33.9725, 34.5043, 34.9789, 35.4452, 35.9361, 36.4291, 36.9159, 37.4825, 37.9489, 38.4357, 38.9655, 39.4543, 39.9636, 40.4321, 40.9598, 41.4548, 41.9334, 42.3957, 42.9234, 43.4061, 43.9032, 44.3491, 44.7582, 45.2389, 45.6827, 46.2493, 46.7852, 47.2946, 47.7568, 48.2498, 48.7714, 49.3277, 49.7675, 50.2666, 50.8148, 51.3261, 51.7884, 52.2773, 52.9277, 53.6436, 54.1039, 54.6664, 55.1736, 55.6646, 56.1555, 56.7036, 57.2436, 57.7284, 58.2091, 58.7409, 59.2441, 59.7268, 60.2668, 60.7598, 61.263, 61.7661, 62.3102, 62.8461, 63.333, 63.8423, 64.3393, 64.9018, 65.4071, 65.9409, 66.5546, 67.2152, 67.8146, 68.5796, 69.1216]",wtc1p17,wtc1p17,1,-0.9336,-0.9849
160,track1,1.06510416666667,True,139,"[2.5922, 2.9215, 3.2385, 3.5638, 3.8747, 4.1999, 4.5169, 4.8831, 5.2288, 5.5826, 5.9692, 6.3313, 6.634, 6.9613, 7.264, 7.5606, 7.8551, 8.1701, 8.5199, 8.8615, 9.1929, 9.5324, 9.8822, 10.1829, 10.5429, 10.8906, 11.269, 11.6208, 11.9419, 12.3183, 12.6701, 12.9872, 13.3083, 13.6601, 14.014, 14.3208, 14.6379, 15.0101, 15.3374, 15.6647, 15.996, 16.3029, 16.6444, 16.9799, 17.3051, 17.6324, 17.9433, 18.2829, 18.6306, 18.9435, 19.234, 19.5408, 19.8497, 20.2035, 20.539, 20.9215, 21.2365, 21.531, 21.8358, 22.1569, 22.429, 22.7992, 23.149, 23.5008, 23.8485, 24.2208, 24.5235, 24.859, 25.1576, 25.5238, 25.8797, 26.1906, 26.5138, 26.841, 27.2174, 27.561, 27.8679, 28.2013, 28.551, 28.8272, 29.181, 29.5104, 29.8744, 30.2119, 30.5454, 30.9074, 31.2592, 31.5497, 31.9056, 32.2819, 32.6051, 32.9038, 33.2638, 33.6279, 33.994, 34.2763, 34.6056, 34.9554, 35.3051, 35.6038, 35.9229, 36.1826, 36.5631, 36.8965, 37.2176, 37.5469, 37.8476, 38.1667, 38.5165, 38.8744, 39.4533, 39.7622, 40.0608, 40.3963, 40.7297, 41.0631, 41.4313, 41.7626, 42.0715, 42.4008, 42.6994, 43.0717, 43.3479, 43.6731, 43.9738, 44.2704, 44.5813, 44.8881, 45.2133, 45.5365, 45.8413, 46.1338, 46.4692, 47.3467, 47.6474, 48.3776, 48.7929, 49.159, 49.609]",wtc1p15,wtc1p15,2,-0.2186,-0.2511
161,track20,1.0476875,True,252,"[3.9453, 4.3953, 4.8719, 5.3178, 5.7759, 6.2444, 6.7148, 7.175, 7.6659, 8.1139, 8.523, 9.0364, 9.5539, 9.9773, 10.46, 10.9653, 11.4173, 11.8959, 12.3214, 12.7796, 13.2991, 13.7716, 14.2339, 14.7023, 15.1482, 15.6003, 16.0503, 16.4921, 16.9605, 17.48, 17.9116, 18.3678, 19.3659, 19.7894, 20.2619, 20.7344, 21.2253, 21.6712, 22.1641, 22.6162, 23.0437, 23.5059, 24.0173, 24.4714, 24.9603, 25.4675, 25.9421, 26.435, 26.8728, 27.2941, 27.7503, 28.2473, 28.7198, 29.1412, 29.5687, 30.0473, 30.4769, 30.9412, 31.3625, 31.8187, 32.2953, 32.7371, 33.1953, 33.725, 34.1894, 34.6353, 35.0341, 35.4862, 36.0364, 36.4312, 36.9016, 37.3516, 37.8221, 38.2884, 38.7159, 39.2519, 39.71, 40.1519, 40.6019, 41.0539, 41.5059, 41.9641, 42.4591, 42.8907, 43.2855, 43.7171, 44.2632, 44.6866, 45.1509, 45.5866, 46.0571, 46.4703, 46.9019, 47.3784, 47.8694, 48.3582, 48.8021, 49.1723, 50.1296, 50.598, 50.9928, 51.3753, 51.9419, 52.4021, 52.848, 53.3369, 53.748, 54.2103, 54.695, 55.1716, 55.6503, 56.088, 56.5544, 56.9819, 57.4523, 57.9494, 58.4219, 58.8739, 59.3055, 59.7391, 60.2464, 60.7987, 61.2425, 61.7048, 62.1875, 62.6294, 63.0978, 63.5559, 64.0121, 64.4969, 64.9407, 65.3846, 65.8203, 66.2559, 66.7182, 67.2255, 67.6857, 68.148, 68.645, 69.0582, 69.5614, 70.0809, 70.5862, 71.0464, 71.5925, 72.0282, 72.4782, 73.0121, 73.4989, 74.0184, 74.54, 74.9962, 75.5096, 75.9064, 76.4709, 76.9557, 77.4303, 77.8884, 78.3896, 78.8375, 79.3059, 79.7355, 80.2162, 80.7009, 81.1448, 81.5969, 82.0509, 82.4723, 82.9816, 83.4071, 83.9982, 84.4196, 84.9125, 85.3912, 85.8555, 86.3116, 86.8107, 87.2934, 87.7516, 88.2364, 88.6925, 89.2305, 89.7091, 90.1571, 90.5969, 91.1144, 91.5869, 92.0512, 92.5544, 93.0309, 93.5034, 93.98, 94.4034, 94.8698, 95.3423, 95.8025, 96.2525, 96.6719, 97.1157, 97.5841, 98.028, 98.5169, 98.9791, 99.3862, 99.8791, 100.3721, 100.8016, 101.1944, 101.7139, 102.1946, 102.62, 103.0209, 103.5446, 104.0294, 104.4507, 104.8659, 105.3303, 105.9173, 106.6209, 107.3471, 108.0446, 108.9282, 110.268, 111.3071, 111.7407, 112.1723, 112.6428, 113.0989, 113.5673, 114.0378, 114.5, 114.9194, 115.3653, 115.8255, 116.2673, 116.7603, 117.245, 117.6889, 118.1041, 118.6912, 119.4009, 120.5321, 121.1846, 122.3873, 123.5184, 124.9114, 125.3, 125.8503, 126.3678, 126.9937, 127.6871, 128.4255]",wtc2p24,wtc2p24,1,-0.44,-0.3163
